Model,Dataset,Metric,Fold,Value,Mean
CatBoost,MC1,Reliability Index,1,0.875530681667064,0.89
CatBoost,MC1,Reliability Index,2,0.8981387740565572,0.89
CatBoost,MC1,Reliability Index,3,0.8857090645688517,0.89
CatBoost,MC1,Reliability Index,4,0.8985597301080099,0.89
CatBoost,MC1,Reliability Index,5,0.8920617495995175,0.89
CatBoost,MC2,Train AUC mean,1,0.9901436599841383,1.0
CatBoost,MC2,Train AUC mean,2,0.9949017319458148,1.0
CatBoost,MC2,Train AUC mean,3,1.0107870082719874,1.0
CatBoost,MC2,Train AUC mean,4,1.0120359099086944,1.0
CatBoost,MC2,Train AUC mean,5,0.9921316898893661,1.0
CatBoost,MC2,AUC mean,1,0.7701583615492985,0.77
CatBoost,MC2,AUC mean,2,0.7772021104403901,0.77
CatBoost,MC2,AUC mean,3,0.7624241007045658,0.77
CatBoost,MC2,AUC mean,4,0.7714876801816104,0.77
CatBoost,MC2,AUC mean,5,0.768727747124136,0.77
CatBoost,MC2,F1 mean,1,0.527220219764061,0.52
CatBoost,MC2,F1 mean,2,0.5211904712273722,0.52
CatBoost,MC2,F1 mean,3,0.5172161146775845,0.52
CatBoost,MC2,F1 mean,4,0.5146754235203707,0.52
CatBoost,MC2,F1 mean,5,0.519697770810612,0.52
CatBoost,MC2,Precision mean,1,0.6155198333894887,0.62
CatBoost,MC2,Precision mean,2,0.6165431118991134,0.62
CatBoost,MC2,Precision mean,3,0.630335066575532,0.62
CatBoost,MC2,Precision mean,4,0.6251950571470367,0.62
CatBoost,MC2,Precision mean,5,0.6124069309888289,0.62
CatBoost,MC2,Recall mean,1,0.4611744744792709,0.46
CatBoost,MC2,Recall mean,2,0.4577056523215949,0.46
CatBoost,MC2,Recall mean,3,0.4582696188438456,0.46
CatBoost,MC2,Recall mean,4,0.46042820129566464,0.46
CatBoost,MC2,Recall mean,5,0.46242205305962414,0.46
CatBoost,MC2,Generalizability mean,1,0.9922678950248659,1.0
CatBoost,MC2,Generalizability mean,2,1.0062378996776318,1.0
CatBoost,MC2,Generalizability mean,3,0.9842760486256393,1.0
CatBoost,MC2,Generalizability mean,4,0.9957088221594901,1.0
CatBoost,MC2,Generalizability mean,5,1.0215093345123727,1.0
CatBoost,MC2,Concordance mean,1,0.3990790567210499,0.4
CatBoost,MC2,Concordance mean,2,0.4038977017013781,0.4
CatBoost,MC2,Concordance mean,3,0.3985551986733926,0.4
CatBoost,MC2,Concordance mean,4,0.4005033745775309,0.4
CatBoost,MC2,Concordance mean,5,0.3979646683266488,0.4
CatBoost,MC2,Stability,1,0.5298444933935024,0.53
CatBoost,MC2,Stability,2,0.5266118353281882,0.53
CatBoost,MC2,Stability,3,0.5330327496644526,0.53
CatBoost,MC2,Stability,4,0.5262294052883303,0.53
CatBoost,MC2,Stability,5,0.534281516325527,0.53
CatBoost,MC2,Reliability Index,1,0.8267318902643677,0.82
CatBoost,MC2,Reliability Index,2,0.8208535058710752,0.82
CatBoost,MC2,Reliability Index,3,0.8155147055795843,0.82
CatBoost,MC2,Reliability Index,4,0.8215685913250758,0.82
CatBoost,MC2,Reliability Index,5,0.8153313069598972,0.82
CatBoost,MW1,Train AUC mean,1,1.0189691170764266,1.0
CatBoost,MW1,Train AUC mean,2,0.9910360454346285,1.0
CatBoost,MW1,Train AUC mean,3,1.0061365005316847,1.0
CatBoost,MW1,Train AUC mean,4,0.989426803646959,1.0
CatBoost,MW1,Train AUC mean,5,0.9944315333103013,1.0
CatBoost,MW1,AUC mean,1,0.8054906032211214,0.79
CatBoost,MW1,AUC mean,2,0.8017662471165311,0.79
CatBoost,MW1,AUC mean,3,0.7889352674199569,0.79
CatBoost,MW1,AUC mean,4,0.7827129527393659,0.79
CatBoost,MW1,AUC mean,5,0.7710949295030247,0.79
CatBoost,MW1,F1 mean,1,0.24754349903720174,0.25
CatBoost,MW1,F1 mean,2,0.2549205608467394,0.25
CatBoost,MW1,F1 mean,3,0.24997864951042514,0.25
CatBoost,MW1,F1 mean,4,0.24750348454113016,0.25
CatBoost,MW1,F1 mean,5,0.2500538060645035,0.25
CatBoost,MW1,Precision mean,1,0.2663469243791732,0.27
CatBoost,MW1,Precision mean,2,0.269765946827709,0.27
CatBoost,MW1,Precision mean,3,0.2708395724991405,0.27
CatBoost,MW1,Precision mean,4,0.2703374529949749,0.27
CatBoost,MW1,Precision mean,5,0.2727101032990026,0.27
CatBoost,MW1,Recall mean,1,0.2594167012819142,0.26
CatBoost,MW1,Recall mean,2,0.2602534993303444,0.26
CatBoost,MW1,Recall mean,3,0.25674608548763106,0.26
CatBoost,MW1,Recall mean,4,0.2608467883940235,0.26
CatBoost,MW1,Recall mean,5,0.26273692550608657,0.26
CatBoost,MW1,Generalizability mean,1,0.9889329534154391,1.0
CatBoost,MW1,Generalizability mean,2,0.9897563550745152,1.0
CatBoost,MW1,Generalizability mean,3,1.0119604947830714,1.0
CatBoost,MW1,Generalizability mean,4,0.9967102695691744,1.0
CatBoost,MW1,Generalizability mean,5,1.0126399271578004,1.0
CatBoost,MW1,Concordance mean,1,0.2573224851011045,0.26
CatBoost,MW1,Concordance mean,2,0.2622270930704113,0.26
CatBoost,MW1,Concordance mean,3,0.2588061372543831,0.26
CatBoost,MW1,Concordance mean,4,0.25913372520210165,0.26
CatBoost,MW1,Concordance mean,5,0.26251055937199935,0.26
CatBoost,MW1,Stability,1,0.5010621151848578,0.5
CatBoost,MW1,Stability,2,0.49814866370360633,0.5
CatBoost,MW1,Stability,3,0.5006256456646777,0.5
CatBoost,MW1,Stability,4,0.5051560948618696,0.5
CatBoost,MW1,Stability,5,0.4950074805849879,0.5
CatBoost,MW1,Reliability Index,1,0.798123663418108,0.79
CatBoost,MW1,Reliability Index,2,0.7887952617652471,0.79
CatBoost,MW1,Reliability Index,3,0.8021710210265878,0.79
CatBoost,MW1,Reliability Index,4,0.7740799707838734,0.79
CatBoost,MW1,Reliability Index,5,0.7868300830061835,0.79
CatBoost,CM1,Train AUC mean,1,0.9884683740529011,1.0
CatBoost,CM1,Train AUC mean,2,0.997117424881825,1.0
CatBoost,CM1,Train AUC mean,3,1.0079146324261716,1.0
CatBoost,CM1,Train AUC mean,4,1.003622550210349,1.0
CatBoost,CM1,Train AUC mean,5,1.002877018428753,1.0
CatBoost,CM1,AUC mean,1,0.7382238005740931,0.74
CatBoost,CM1,AUC mean,2,0.7409046691185035,0.74
CatBoost,CM1,AUC mean,3,0.7319436910983504,0.74
CatBoost,CM1,AUC mean,4,0.7446272668144218,0.74
CatBoost,CM1,AUC mean,5,0.7443005723946314,0.74
CatBoost,CM1,F1 mean,1,0.269323490113105,0.27
CatBoost,CM1,F1 mean,2,0.2697835962097887,0.27
CatBoost,CM1,F1 mean,3,0.2690857312680052,0.27
CatBoost,CM1,F1 mean,4,0.2737503777495677,0.27
CatBoost,CM1,F1 mean,5,0.2680568046595334,0.27
CatBoost,CM1,Precision mean,1,0.30162819787980205,0.3
CatBoost,CM1,Precision mean,2,0.3002774478694934,0.3
CatBoost,CM1,Precision mean,3,0.2994341145047651,0.3
CatBoost,CM1,Precision mean,4,0.298792060328724,0.3
CatBoost,CM1,Precision mean,5,0.2998681794172152,0.3
CatBoost,CM1,Recall mean,1,0.30950270601373986,0.31
CatBoost,CM1,Recall mean,2,0.310757002718044,0.31
CatBoost,CM1,Recall mean,3,0.30988001644715824,0.31
CatBoost,CM1,Recall mean,4,0.3073505901847576,0.31
CatBoost,CM1,Recall mean,5,0.31250968463630024,0.31
CatBoost,CM1,Generalizability mean,1,1.0060595892241333,1.0
CatBoost,CM1,Generalizability mean,2,0.9970808896669913,1.0
CatBoost,CM1,Generalizability mean,3,0.9921547458217005,1.0
CatBoost,CM1,Generalizability mean,4,1.004152271764996,1.0
CatBoost,CM1,Generalizability mean,5,1.0005525035221785,1.0
CatBoost,CM1,Concordance mean,1,0.3957619831616116,0.4
CatBoost,CM1,Concordance mean,2,0.40130434070330984,0.4
CatBoost,CM1,Concordance mean,3,0.40262961043120155,0.4
CatBoost,CM1,Concordance mean,4,0.3979643636651994,0.4
CatBoost,CM1,Concordance mean,5,0.4023397020386777,0.4
CatBoost,CM1,Stability,1,0.7765805932677631,0.79
CatBoost,CM1,Stability,2,0.7985750039292093,0.79
CatBoost,CM1,Stability,3,0.7978796634140697,0.79
CatBoost,CM1,Stability,4,0.7860553019340265,0.79
CatBoost,CM1,Stability,5,0.7909094374549315,0.79
CatBoost,CM1,Reliability Index,1,0.8464146613629883,0.86
CatBoost,CM1,Reliability Index,2,0.8572871157424236,0.86
CatBoost,CM1,Reliability Index,3,0.8647683150894449,0.86
CatBoost,CM1,Reliability Index,4,0.8580175230384326,0.86
CatBoost,CM1,Reliability Index,5,0.8735123847667109,0.86
CatBoost,PC1,Train AUC mean,1,1.0162539171791873,1.0
CatBoost,PC1,Train AUC mean,2,0.984630532535856,1.0
CatBoost,PC1,Train AUC mean,3,0.98800967947855,1.0
CatBoost,PC1,Train AUC mean,4,0.9986996764546513,1.0
CatBoost,PC1,Train AUC mean,5,1.0124061943517557,1.0
CatBoost,PC1,AUC mean,1,0.8431254282789786,0.85
CatBoost,PC1,AUC mean,2,0.8556847861742544,0.85
CatBoost,PC1,AUC mean,3,0.8691049780154025,0.85
CatBoost,PC1,AUC mean,4,0.8394603748731556,0.85
CatBoost,PC1,AUC mean,5,0.8426244326582086,0.85
CatBoost,PC1,F1 mean,1,0.3496817444023673,0.35
CatBoost,PC1,F1 mean,2,0.34934117405150794,0.35
CatBoost,PC1,F1 mean,3,0.3540229272687167,0.35
CatBoost,PC1,F1 mean,4,0.3520179556421834,0.35
CatBoost,PC1,F1 mean,5,0.34493619863522423,0.35
CatBoost,PC1,Precision mean,1,0.37194561460802744,0.37
CatBoost,PC1,Precision mean,2,0.36790128256112653,0.37
CatBoost,PC1,Precision mean,3,0.3747543422765187,0.37
CatBoost,PC1,Precision mean,4,0.36771608334174094,0.37
CatBoost,PC1,Precision mean,5,0.3676826772125863,0.37
CatBoost,PC1,Recall mean,1,0.3815948797292662,0.38
CatBoost,PC1,Recall mean,2,0.38243668234249517,0.38
CatBoost,PC1,Recall mean,3,0.3812417841505126,0.38
CatBoost,PC1,Recall mean,4,0.3731435290837283,0.38
CatBoost,PC1,Recall mean,5,0.3815831246939976,0.38
CatBoost,PC1,Generalizability mean,1,0.9947961220654352,1.0
CatBoost,PC1,Generalizability mean,2,1.0075578921029635,1.0
CatBoost,PC1,Generalizability mean,3,0.9908816356537044,1.0
CatBoost,PC1,Generalizability mean,4,1.009679311900187,1.0
CatBoost,PC1,Generalizability mean,5,0.9970850382777102,1.0
CatBoost,PC1,Concordance mean,1,0.7396257744149554,0.75
CatBoost,PC1,Concordance mean,2,0.7545839270408659,0.75
CatBoost,PC1,Concordance mean,3,0.7510462186192196,0.75
CatBoost,PC1,Concordance mean,4,0.7446355979402816,0.75
CatBoost,PC1,Concordance mean,5,0.7601084819846781,0.75
CatBoost,PC1,Stability,1,0.8268190988395074,0.83
CatBoost,PC1,Stability,2,0.8307452703710583,0.83
CatBoost,PC1,Stability,3,0.832711891699736,0.83
CatBoost,PC1,Stability,4,0.8253324298854203,0.83
CatBoost,PC1,Stability,5,0.8343913092042786,0.83
CatBoost,PC1,Reliability Index,1,0.9306896955549974,0.93
CatBoost,PC1,Reliability Index,2,0.9318294863738097,0.93
CatBoost,PC1,Reliability Index,3,0.9484310981451815,0.93
CatBoost,PC1,Reliability Index,4,0.9259445412797823,0.93
CatBoost,PC1,Reliability Index,5,0.9131051786462298,0.93
CatBoost,PC2,Train AUC mean,1,1.002924111707479,0.99
CatBoost,PC2,Train AUC mean,2,1.0121862536127997,0.99
CatBoost,PC2,Train AUC mean,3,0.9830236764532365,0.99
CatBoost,PC2,Train AUC mean,4,0.9679067284279218,0.99
CatBoost,PC2,Train AUC mean,5,0.9839592297985627,0.99
CatBoost,PC2,AUC mean,1,0.7685422860693406,0.77
CatBoost,PC2,AUC mean,2,0.7692845098565361,0.77
CatBoost,PC2,AUC mean,3,0.7621669248140444,0.77
CatBoost,PC2,AUC mean,4,0.775215302629702,0.77
CatBoost,PC2,AUC mean,5,0.7747909766303773,0.77
CatBoost,PC2,F1 mean,1,0.06880363361954028,0.07
CatBoost,PC2,F1 mean,2,0.07033580865437172,0.07
CatBoost,PC2,F1 mean,3,0.07128118551610821,0.07
CatBoost,PC2,F1 mean,4,0.0699675475391155,0.07
CatBoost,PC2,F1 mean,5,0.06961182467086431,0.07
CatBoost,PC2,Precision mean,1,0.060093093233290526,0.06
CatBoost,PC2,Precision mean,2,0.060548801300020334,0.06
CatBoost,PC2,Precision mean,3,0.05913705565176246,0.06
CatBoost,PC2,Precision mean,4,0.060277476646098754,0.06
CatBoost,PC2,Precision mean,5,0.059943573168827924,0.06
CatBoost,PC2,Recall mean,1,0.08102048481456638,0.08
CatBoost,PC2,Recall mean,2,0.079411974885997,0.08
CatBoost,PC2,Recall mean,3,0.0808773436573427,0.08
CatBoost,PC2,Recall mean,4,0.0786724986419051,0.08
CatBoost,PC2,Recall mean,5,0.08001769800018887,0.08
CatBoost,PC2,Generalizability mean,1,1.002158820152965,1.0
CatBoost,PC2,Generalizability mean,2,0.9902866084674572,1.0
CatBoost,PC2,Generalizability mean,3,1.0007402439832602,1.0
CatBoost,PC2,Generalizability mean,4,1.011080789912167,1.0
CatBoost,PC2,Generalizability mean,5,0.995733537484151,1.0
CatBoost,PC2,Concordance mean,1,0.47476121284181844,0.48
CatBoost,PC2,Concordance mean,2,0.4828474295136725,0.48
CatBoost,PC2,Concordance mean,3,0.47857415394535235,0.48
CatBoost,PC2,Concordance mean,4,0.4812789712817595,0.48
CatBoost,PC2,Concordance mean,5,0.48253823241739713,0.48
CatBoost,PC2,Stability,1,0.6565247547758852,0.66
CatBoost,PC2,Stability,2,0.6571258392650793,0.66
CatBoost,PC2,Stability,3,0.6711369043675174,0.66
CatBoost,PC2,Stability,4,0.6644257700076024,0.66
CatBoost,PC2,Stability,5,0.6507867315839153,0.66
CatBoost,PC2,Reliability Index,1,0.8669883984436688,0.86
CatBoost,PC2,Reliability Index,2,0.8625799056721183,0.86
CatBoost,PC2,Reliability Index,3,0.8540958660681102,0.86
CatBoost,PC2,Reliability Index,4,0.8489090214554709,0.86
CatBoost,PC2,Reliability Index,5,0.8674268083606316,0.86
CatBoost,PC3,Train AUC mean,1,0.9967694654433683,1.0
CatBoost,PC3,Train AUC mean,2,1.0169657413315518,1.0
CatBoost,PC3,Train AUC mean,3,0.9974730986128562,1.0
CatBoost,PC3,Train AUC mean,4,0.9971504207692117,1.0
CatBoost,PC3,Train AUC mean,5,0.9916412738430128,1.0
CatBoost,PC3,AUC mean,1,0.8439293503041277,0.84
CatBoost,PC3,AUC mean,2,0.8423247227231995,0.84
CatBoost,PC3,AUC mean,3,0.8475702755680987,0.84
CatBoost,PC3,AUC mean,4,0.8327282299621861,0.84
CatBoost,PC3,AUC mean,5,0.8334474214423874,0.84
CatBoost,PC3,F1 mean,1,0.4172147022427542,0.42
CatBoost,PC3,F1 mean,2,0.42253843834553706,0.42
CatBoost,PC3,F1 mean,3,0.4255047474396842,0.42
CatBoost,PC3,F1 mean,4,0.417299648091704,0.42
CatBoost,PC3,F1 mean,5,0.41744246388032047,0.42
CatBoost,PC3,Precision mean,1,0.4532791468812912,0.45
CatBoost,PC3,Precision mean,2,0.45074945986053194,0.45
CatBoost,PC3,Precision mean,3,0.4561619069045385,0.45
CatBoost,PC3,Precision mean,4,0.4416850777582363,0.45
CatBoost,PC3,Precision mean,5,0.44812440859540226,0.45
CatBoost,PC3,Recall mean,1,0.39100144038843626,0.39
CatBoost,PC3,Recall mean,2,0.38494065350696316,0.39
CatBoost,PC3,Recall mean,3,0.3902872715528192,0.39
CatBoost,PC3,Recall mean,4,0.3904783330520555,0.39
CatBoost,PC3,Recall mean,5,0.39329230149972616,0.39
CatBoost,PC3,Generalizability mean,1,1.0094553548637117,1.0
CatBoost,PC3,Generalizability mean,2,0.995897576653578,1.0
CatBoost,PC3,Generalizability mean,3,0.9880530570492996,1.0
CatBoost,PC3,Generalizability mean,4,0.9977755229518054,1.0
CatBoost,PC3,Generalizability mean,5,1.008818488481606,1.0
CatBoost,PC3,Concordance mean,1,0.5654571603658475,0.57
CatBoost,PC3,Concordance mean,2,0.5658305223513779,0.57
CatBoost,PC3,Concordance mean,3,0.5742196628738956,0.57
CatBoost,PC3,Concordance mean,4,0.5697651416679087,0.57
CatBoost,PC3,Concordance mean,5,0.5747275127409702,0.57
CatBoost,PC3,Stability,1,0.6606628700467059,0.66
CatBoost,PC3,Stability,2,0.6653893055354033,0.66
CatBoost,PC3,Stability,3,0.6539137315167205,0.66
CatBoost,PC3,Stability,4,0.6606731919409244,0.66
CatBoost,PC3,Stability,5,0.659360900960246,0.66
CatBoost,PC3,Reliability Index,1,0.8654223321125497,0.87
CatBoost,PC3,Reliability Index,2,0.8623772110345507,0.87
CatBoost,PC3,Reliability Index,3,0.8820821137705449,0.87
CatBoost,PC3,Reliability Index,4,0.8729998376147561,0.87
CatBoost,PC3,Reliability Index,5,0.8671185054675986,0.87
CatBoost,PC4,Train AUC mean,1,1.0064221752558216,1.0
CatBoost,PC4,Train AUC mean,2,1.0187546345546241,1.0
CatBoost,PC4,Train AUC mean,3,0.9844151238215508,1.0
CatBoost,PC4,Train AUC mean,4,0.9923140687194113,1.0
CatBoost,PC4,Train AUC mean,5,0.9980939976485922,1.0
CatBoost,PC4,AUC mean,1,0.9633968297132137,0.95
CatBoost,PC4,AUC mean,2,0.9522058333433493,0.95
CatBoost,PC4,AUC mean,3,0.9568084567171166,0.95
CatBoost,PC4,AUC mean,4,0.9386965203862003,0.95
CatBoost,PC4,AUC mean,5,0.9388923598401198,0.95
CatBoost,PC4,F1 mean,1,0.6614404755036238,0.66
CatBoost,PC4,F1 mean,2,0.6588753911376352,0.66
CatBoost,PC4,F1 mean,3,0.662105058883596,0.66
CatBoost,PC4,F1 mean,4,0.6572558617061601,0.66
CatBoost,PC4,F1 mean,5,0.6603232127689853,0.66
CatBoost,PC4,Precision mean,1,0.623629824389103,0.62
CatBoost,PC4,Precision mean,2,0.6274880354522628,0.62
CatBoost,PC4,Precision mean,3,0.6276701024983055,0.62
CatBoost,PC4,Precision mean,4,0.6125592464401765,0.62
CatBoost,PC4,Precision mean,5,0.6086527912201526,0.62
CatBoost,PC4,Recall mean,1,0.7078502460986038,0.7
CatBoost,PC4,Recall mean,2,0.7091536470724076,0.7
CatBoost,PC4,Recall mean,3,0.6936768872506341,0.7
CatBoost,PC4,Recall mean,4,0.6877954374563654,0.7
CatBoost,PC4,Recall mean,5,0.7015237821219887,0.7
CatBoost,PC4,Generalizability mean,1,1.0053275205234122,1.0
CatBoost,PC4,Generalizability mean,2,1.01396089733225,1.0
CatBoost,PC4,Generalizability mean,3,1.0011984640782672,1.0
CatBoost,PC4,Generalizability mean,4,0.9923533459893183,1.0
CatBoost,PC4,Generalizability mean,5,0.9871597720767524,1.0
CatBoost,PC4,Concordance mean,1,0.5273909935603524,0.53
CatBoost,PC4,Concordance mean,2,0.5257524930137156,0.53
CatBoost,PC4,Concordance mean,3,0.5219778436416852,0.53
CatBoost,PC4,Concordance mean,4,0.538134323012156,0.53
CatBoost,PC4,Concordance mean,5,0.5367443467720913,0.53
CatBoost,PC4,Stability,1,0.7250583344213591,0.72
CatBoost,PC4,Stability,2,0.710312140147215,0.72
CatBoost,PC4,Stability,3,0.7230435960387596,0.72
CatBoost,PC4,Stability,4,0.7214994144132816,0.72
CatBoost,PC4,Stability,5,0.7200865149793841,0.72
CatBoost,PC4,Reliability Index,1,0.8846229069352861,0.88
CatBoost,PC4,Reliability Index,2,0.8792557913757992,0.88
CatBoost,PC4,Reliability Index,3,0.8801700628182594,0.88
CatBoost,PC4,Reliability Index,4,0.8792692039679076,0.88
CatBoost,PC4,Reliability Index,5,0.8766820349027479,0.88
CatBoost,Mean,Train AUC mean,1,0.9858197150530698,1.0
CatBoost,Mean,Train AUC mean,2,1.0045615395442624,1.0
CatBoost,Mean,Train AUC mean,3,0.998139593957098,1.0
CatBoost,Mean,Train AUC mean,4,0.9908761681888318,1.0
CatBoost,Mean,Train AUC mean,5,1.0206029832567385,1.0
CatBoost,Mean,AUC mean,1,0.8364775544769504,0.83
CatBoost,Mean,AUC mean,2,0.8334370420873441,0.83
CatBoost,Mean,AUC mean,3,0.8243592248353979,0.83
CatBoost,Mean,AUC mean,4,0.8333663648382839,0.83
CatBoost,Mean,AUC mean,5,0.8223598137620234,0.83
CatBoost,Mean,F1 mean,1,0.38209723225145775,0.38
CatBoost,Mean,F1 mean,2,0.377154249861038,0.38
CatBoost,Mean,F1 mean,3,0.38283774052550407,0.38
CatBoost,Mean,F1 mean,4,0.3815541837181668,0.38
CatBoost,Mean,F1 mean,5,0.3763565936438333,0.38
CatBoost,Mean,Precision mean,1,0.39774895762810875,0.4
CatBoost,Mean,Precision mean,2,0.39763541196543317,0.4
CatBoost,Mean,Precision mean,3,0.4051061410751876,0.4
CatBoost,Mean,Precision mean,4,0.40151124398177995,0.4
CatBoost,Mean,Precision mean,5,0.39799824534949063,0.4
CatBoost,Mean,Recall mean,1,0.3918663853636032,0.39
CatBoost,Mean,Recall mean,2,0.3910667144531479,0.39
CatBoost,Mean,Recall mean,3,0.39010071259760115,0.39
CatBoost,Mean,Recall mean,4,0.386662749179319,0.39
CatBoost,Mean,Recall mean,5,0.39030343840632875,0.39
CatBoost,Mean,Generalizability mean,1,0.9982904378498447,1.0
CatBoost,Mean,Generalizability mean,2,0.9932190473790601,1.0
CatBoost,Mean,Generalizability mean,3,1.0109364959125426,1.0
CatBoost,Mean,Generalizability mean,4,1.009729973264065,1.0
CatBoost,Mean,Generalizability mean,5,0.9878240455944871,1.0
CatBoost,Mean,Concordance mean,1,0.4864828761238768,0.49
CatBoost,Mean,Concordance mean,2,0.4919303157882616,0.49
CatBoost,Mean,Concordance mean,3,0.4922397207504563,0.49
CatBoost,Mean,Concordance mean,4,0.49207709970745594,0.49
CatBoost,Mean,Concordance mean,5,0.48726998762994944,0.49
CatBoost,Mean,Stability,1,0.6840563563884784,0.69
CatBoost,Mean,Stability,2,0.68240991881235,0.69
CatBoost,Mean,Stability,3,0.6922635892621409,0.69
CatBoost,Mean,Stability,4,0.6925028081988048,0.69
CatBoost,Mean,Stability,5,0.6987673273382259,0.69
CatBoost,Mean,Reliability Index,1,0.8701182091369509,0.86
CatBoost,Mean,Reliability Index,2,0.8595131933004656,0.86
CatBoost,Mean,Reliability Index,3,0.8499429477609421,0.86
CatBoost,Mean,Reliability Index,4,0.8579048260242327,0.86
CatBoost,Mean,Reliability Index,5,0.8625208237774088,0.86
Extra Trees,MC1,Train AUC mean,1,1.0013017196822236,1.0
Extra Trees,MC1,Train AUC mean,2,0.9975310992592513,1.0
Extra Trees,MC1,Train AUC mean,3,1.005866547446699,1.0
Extra Trees,MC1,Train AUC mean,4,0.9982729244746295,1.0
Extra Trees,MC1,Train AUC mean,5,0.9970277091371966,1.0
Extra Trees,MC1,AUC mean,1,0.9744099391201944,0.97
Extra Trees,MC1,AUC mean,2,0.9674796407026125,0.97
Extra Trees,MC1,AUC mean,3,0.9737557267381101,0.97
Extra Trees,MC1,AUC mean,4,0.974038396081143,0.97
Extra Trees,MC1,AUC mean,5,0.9603162973579409,0.97
Extra Trees,MC1,F1 mean,1,0.36129084503230446,0.36
Extra Trees,MC1,F1 mean,2,0.368257608542277,0.36
Extra Trees,MC1,F1 mean,3,0.35881914341923443,0.36
Extra Trees,MC1,F1 mean,4,0.35535367430311826,0.36
Extra Trees,MC1,F1 mean,5,0.3562787287030656,0.36
Extra Trees,MC1,Precision mean,1,0.25083341628253497,0.25
Extra Trees,MC1,Precision mean,2,0.250837948354486,0.25
Extra Trees,MC1,Precision mean,3,0.2504654985831225,0.25
Extra Trees,MC1,Precision mean,4,0.25380512757354584,0.25
Extra Trees,MC1,Precision mean,5,0.2440580092063109,0.25
Extra Trees,MC1,Recall mean,1,0.693152142429578,0.69
Extra Trees,MC1,Recall mean,2,0.7011990004083064,0.69
Extra Trees,MC1,Recall mean,3,0.6826321340394103,0.69
Extra Trees,MC1,Recall mean,4,0.6877962869688322,0.69
Extra Trees,MC1,Recall mean,5,0.6852204361538728,0.69
Extra Trees,MC1,Generalizability mean,1,0.9876819765402072,1.0
Extra Trees,MC1,Generalizability mean,2,0.9933434736004104,1.0
Extra Trees,MC1,Generalizability mean,3,1.010821231118342,1.0
Extra Trees,MC1,Generalizability mean,4,1.0149062878299482,1.0
Extra Trees,MC1,Generalizability mean,5,0.9932470309110927,1.0
Extra Trees,MC1,Concordance mean,1,0.4956352871301694,0.49
Extra Trees,MC1,Concordance mean,2,0.48654268557666125,0.49
Extra Trees,MC1,Concordance mean,3,0.49489907333976574,0.49
Extra Trees,MC1,Concordance mean,4,0.48591587607121517,0.49
Extra Trees,MC1,Concordance mean,5,0.4870070778821883,0.49
Extra Trees,MC1,Stability,1,0.9347287476597991,0.94
Extra Trees,MC1,Stability,2,0.9609304513473625,0.94
Extra Trees,MC1,Stability,3,0.9392532278712112,0.94
Extra Trees,MC1,Stability,4,0.9247380612237567,0.94
Extra Trees,MC1,Stability,5,0.9403495118978705,0.94
Extra Trees,MC1,Reliability Index,1,0.9060428680571544,0.91
Extra Trees,MC1,Reliability Index,2,0.9048796705230954,0.91
Extra Trees,MC1,Reliability Index,3,0.9175953443923097,0.91
Extra Trees,MC1,Reliability Index,4,0.9096158027449408,0.91
Extra Trees,MC1,Reliability Index,5,0.9118663142824995,0.91
Extra Trees,MC2,Train AUC mean,1,1.0011306913228883,1.0
Extra Trees,MC2,Train AUC mean,2,1.0043598663495146,1.0
Extra Trees,MC2,Train AUC mean,3,1.0052445696664207,1.0
Extra Trees,MC2,Train AUC mean,4,0.9816018416834056,1.0
Extra Trees,MC2,Train AUC mean,5,1.0076630309777717,1.0
Extra Trees,MC2,AUC mean,1,0.7372928512464813,0.74
Extra Trees,MC2,AUC mean,2,0.7338655853903969,0.74
Extra Trees,MC2,AUC mean,3,0.7441700840632557,0.74
Extra Trees,MC2,AUC mean,4,0.7452303438796906,0.74
Extra Trees,MC2,AUC mean,5,0.7394411354201761,0.74
Extra Trees,MC2,F1 mean,1,0.5259513398401323,0.52
Extra Trees,MC2,F1 mean,2,0.514615532549608,0.52
Extra Trees,MC2,F1 mean,3,0.5194938543130982,0.52
Extra Trees,MC2,F1 mean,4,0.518565739988815,0.52
Extra Trees,MC2,F1 mean,5,0.5213735333083461,0.52
Extra Trees,MC2,Precision mean,1,0.603887871857381,0.6
Extra Trees,MC2,Precision mean,2,0.5961389100662389,0.6
Extra Trees,MC2,Precision mean,3,0.6065702194012866,0.6
Extra Trees,MC2,Precision mean,4,0.602587932990034,0.6
Extra Trees,MC2,Precision mean,5,0.5908150656850595,0.6
Extra Trees,MC2,Recall mean,1,0.47279563495908755,0.48
Extra Trees,MC2,Recall mean,2,0.4821813525786562,0.48
Extra Trees,MC2,Recall mean,3,0.4811751667552928,0.48
Extra Trees,MC2,Recall mean,4,0.4817420272876888,0.48
Extra Trees,MC2,Recall mean,5,0.48210581841927436,0.48
Extra Trees,MC2,Generalizability mean,1,1.0066914653509655,1.0
Extra Trees,MC2,Generalizability mean,2,1.0139443219095186,1.0
Extra Trees,MC2,Generalizability mean,3,0.9932656587166213,1.0
Extra Trees,MC2,Generalizability mean,4,0.9926542979076441,1.0
Extra Trees,MC2,Generalizability mean,5,0.9934442561152508,1.0
Extra Trees,MC2,Concordance mean,1,0.3431117837519672,0.34
Extra Trees,MC2,Concordance mean,2,0.3463825878810557,0.34
Extra Trees,MC2,Concordance mean,3,0.3406476195621693,0.34
