Model,Dataset,Metric,Fold,Value,Mean
CatBoost (Proposed),CM1,GLR mean,5,0.16234506202137794,0.16
CatBoost (Proposed),CM1,Hit@10,1,1.0202901388493764,1.0
CatBoost (Proposed),CM1,Hit@10,2,0.9939843760147926,1.0
CatBoost (Proposed),CM1,Hit@10,3,0.9731419433157257,1.0
CatBoost (Proposed),CM1,Hit@10,4,1.0026207804548612,1.0
CatBoost (Proposed),CM1,Hit@10,5,1.0099627613652435,1.0
CatBoost (Proposed),CM1,ECE,1,0.141226022746939,0.14
CatBoost (Proposed),CM1,ECE,2,0.1393973084378981,0.14
CatBoost (Proposed),CM1,ECE,3,0.139905515616534,0.14
CatBoost (Proposed),CM1,ECE,4,0.13930018726510723,0.14
CatBoost (Proposed),CM1,ECE,5,0.1401709659335217,0.14
CatBoost (Proposed),CM1,Reliability Score,1,0.8192157833145367,0.81
CatBoost (Proposed),CM1,Reliability Score,2,0.8054596447224179,0.81
CatBoost (Proposed),CM1,Reliability Score,3,0.8068155412244699,0.81
CatBoost (Proposed),CM1,Reliability Score,4,0.8088025898497919,0.81
CatBoost (Proposed),CM1,Reliability Score,5,0.8097064408887844,0.81
CatBoost (Proposed),MC1,AUC mean,1,0.9704520210789273,0.97
CatBoost (Proposed),MC1,AUC mean,2,0.9794302033398234,0.97
CatBoost (Proposed),MC1,AUC mean,3,0.955939556667905,0.97
CatBoost (Proposed),MC1,AUC mean,4,0.9774915307903441,0.97
CatBoost (Proposed),MC1,AUC mean,5,0.9666866881229997,0.97
CatBoost (Proposed),MC1,F1 mean,1,0.4782515665334259,0.49
CatBoost (Proposed),MC1,F1 mean,2,0.4904001923901179,0.49
CatBoost (Proposed),MC1,F1 mean,3,0.49101969879688406,0.49
CatBoost (Proposed),MC1,F1 mean,4,0.49506247678527204,0.49
CatBoost (Proposed),MC1,F1 mean,5,0.4952660654943002,0.49
CatBoost (Proposed),MC1,Precision mean,1,0.47160525064856207,0.47
CatBoost (Proposed),MC1,Precision mean,2,0.4677940672549925,0.47
CatBoost (Proposed),MC1,Precision mean,3,0.476128858857147,0.47
CatBoost (Proposed),MC1,Precision mean,4,0.4684416872791637,0.47
CatBoost (Proposed),MC1,Precision mean,5,0.46603013596013454,0.47
CatBoost (Proposed),MC1,Recall mean,1,0.5288280782749617,0.53
CatBoost (Proposed),MC1,Recall mean,2,0.5293756925944717,0.53
CatBoost (Proposed),MC1,Recall mean,3,0.531635017821024,0.53
CatBoost (Proposed),MC1,Recall mean,4,0.5298581751890602,0.53
CatBoost (Proposed),MC1,Recall mean,5,0.5303030361204825,0.53
CatBoost (Proposed),MC1,Brier mean,1,0.010052162723339352,0.01
CatBoost (Proposed),MC1,Brier mean,2,0.010057638427747127,0.01
CatBoost (Proposed),MC1,Brier mean,3,0.010031331178827414,0.01
CatBoost (Proposed),MC1,Brier mean,4,0.009947285407147594,0.01
CatBoost (Proposed),MC1,Brier mean,5,0.009911582262938519,0.01
CatBoost (Proposed),MC1,GLR mean,1,0.24993140627619936,0.25
CatBoost (Proposed),MC1,GLR mean,2,0.25014453962511113,0.25
CatBoost (Proposed),MC1,GLR mean,3,0.2526199540453409,0.25
CatBoost (Proposed),MC1,GLR mean,4,0.2498100485776272,0.25
CatBoost (Proposed),MC1,GLR mean,5,0.2474940514757213,0.25
CatBoost (Proposed),MC1,Hit@10,1,0.9947332414575594,1.0
CatBoost (Proposed),MC1,Hit@10,2,1.0208293250186677,1.0
CatBoost (Proposed),MC1,Hit@10,3,0.9937763918378334,1.0
CatBoost (Proposed),MC1,Hit@10,4,0.9904546597655524,1.0
CatBoost (Proposed),MC1,Hit@10,5,1.000206381920387,1.0
CatBoost (Proposed),MC1,ECE,1,0.0,0.0
CatBoost (Proposed),MC1,ECE,2,0.0,0.0
CatBoost (Proposed),MC1,ECE,3,0.0,0.0
CatBoost (Proposed),MC1,ECE,4,0.0,0.0
CatBoost (Proposed),MC1,ECE,5,0.0,0.0
CatBoost (Proposed),MC1,Reliability Score,1,0.8701877811542518,0.87
CatBoost (Proposed),MC1,Reliability Score,2,0.8662262369386072,0.87
CatBoost (Proposed),MC1,Reliability Score,3,0.8735992732125534,0.87
CatBoost (Proposed),MC1,Reliability Score,4,0.8606145763123056,0.87
CatBoost (Proposed),MC1,Reliability Score,5,0.8793721323822824,0.87
CatBoost (Proposed),MC2,AUC mean,1,0.7886653892313056,0.78
CatBoost (Proposed),MC2,AUC mean,2,0.7660663328702539,0.78
CatBoost (Proposed),MC2,AUC mean,3,0.7800102690637386,0.78
CatBoost (Proposed),MC2,AUC mean,4,0.7759302002297608,0.78
CatBoost (Proposed),MC2,AUC mean,5,0.7893278086049411,0.78
CatBoost (Proposed),MC2,F1 mean,1,0.517500240219578,0.52
CatBoost (Proposed),MC2,F1 mean,2,0.5212561716294444,0.52
CatBoost (Proposed),MC2,F1 mean,3,0.5159403962521413,0.52
CatBoost (Proposed),MC2,F1 mean,4,0.517956472100971,0.52
CatBoost (Proposed),MC2,F1 mean,5,0.5273467197978653,0.52
CatBoost (Proposed),MC2,Precision mean,1,0.592127360856885,0.58
CatBoost (Proposed),MC2,Precision mean,2,0.5702420271660583,0.58
CatBoost (Proposed),MC2,Precision mean,3,0.5822942780454964,0.58
CatBoost (Proposed),MC2,Precision mean,4,0.5814824260145497,0.58
CatBoost (Proposed),MC2,Precision mean,5,0.5738539079170106,0.58
CatBoost (Proposed),MC2,Recall mean,1,0.47585930133486437,0.48
CatBoost (Proposed),MC2,Recall mean,2,0.4804290728130692,0.48
CatBoost (Proposed),MC2,Recall mean,3,0.48412665350046824,0.48
CatBoost (Proposed),MC2,Recall mean,4,0.4820507645203789,0.48
CatBoost (Proposed),MC2,Recall mean,5,0.4775342078312191,0.48
CatBoost (Proposed),MC2,Brier mean,1,0.20903858665506586,0.21
CatBoost (Proposed),MC2,Brier mean,2,0.2068579052318271,0.21
CatBoost (Proposed),MC2,Brier mean,3,0.21453436819142835,0.21
CatBoost (Proposed),MC2,Brier mean,4,0.2101043276125822,0.21
CatBoost (Proposed),MC2,Brier mean,5,0.20946481230909658,0.21
CatBoost (Proposed),MC2,GLR mean,1,-0.010025621405269367,-0.01
CatBoost (Proposed),MC2,GLR mean,2,-0.009983303505916804,-0.01
CatBoost (Proposed),MC2,GLR mean,3,-0.00999022161346539,-0.01
CatBoost (Proposed),MC2,GLR mean,4,-0.010057549706313243,-0.01
CatBoost (Proposed),MC2,GLR mean,5,-0.009943303769035199,-0.01
CatBoost (Proposed),MC2,Hit@10,1,0.9960532425127817,1.0
CatBoost (Proposed),MC2,Hit@10,2,1.0052660777149265,1.0
CatBoost (Proposed),MC2,Hit@10,3,1.007361278495388,1.0
CatBoost (Proposed),MC2,Hit@10,4,0.9957437489006649,1.0
CatBoost (Proposed),MC2,Hit@10,5,0.9955756523762388,1.0
CatBoost (Proposed),MC2,ECE,1,0.17757728858537009,0.18
CatBoost (Proposed),MC2,ECE,2,0.18092093638582973,0.18
CatBoost (Proposed),MC2,ECE,3,0.18194131154665816,0.18
CatBoost (Proposed),MC2,ECE,4,0.18174223718061264,0.18
CatBoost (Proposed),MC2,ECE,5,0.1778182263015293,0.18
CatBoost (Proposed),MC2,Reliability Score,1,0.7656631168009402,0.77
CatBoost (Proposed),MC2,Reliability Score,2,0.7611641540788275,0.77
CatBoost (Proposed),MC2,Reliability Score,3,0.7851724007188163,0.77
CatBoost (Proposed),MC2,Reliability Score,4,0.7672781874963159,0.77
CatBoost (Proposed),MC2,Reliability Score,5,0.7707221409051006,0.77
CatBoost (Proposed),MW1,AUC mean,1,0.7808000490807054,0.78
CatBoost (Proposed),MW1,AUC mean,2,0.7858478893532043,0.78
CatBoost (Proposed),MW1,AUC mean,3,0.7763071320926309,0.78
CatBoost (Proposed),MW1,AUC mean,4,0.7796668516805978,0.78
CatBoost (Proposed),MW1,AUC mean,5,0.7773780777928615,0.78
CatBoost (Proposed),MW1,F1 mean,1,0.29222869787105166,0.3
CatBoost (Proposed),MW1,F1 mean,2,0.3000694181339064,0.3
CatBoost (Proposed),MW1,F1 mean,3,0.3015167132101249,0.3
CatBoost (Proposed),MW1,F1 mean,4,0.3022109966321502,0.3
CatBoost (Proposed),MW1,F1 mean,5,0.3039741741527667,0.3
CatBoost (Proposed),MW1,Precision mean,1,0.3320172322125749,0.33
CatBoost (Proposed),MW1,Precision mean,2,0.32865596051465684,0.33
CatBoost (Proposed),MW1,Precision mean,3,0.330679419898304,0.33
CatBoost (Proposed),MW1,Precision mean,4,0.32714677138391385,0.33
CatBoost (Proposed),MW1,Precision mean,5,0.3315006159905504,0.33
CatBoost (Proposed),MW1,Recall mean,1,0.29135654675662953,0.29
CatBoost (Proposed),MW1,Recall mean,2,0.2854022874483613,0.29
CatBoost (Proposed),MW1,Recall mean,3,0.2921038487885296,0.29
CatBoost (Proposed),MW1,Recall mean,4,0.29237488247632915,0.29
CatBoost (Proposed),MW1,Recall mean,5,0.2887624345301504,0.29
CatBoost (Proposed),MW1,Brier mean,1,0.09004345600658609,0.09
CatBoost (Proposed),MW1,Brier mean,2,0.09068227578300238,0.09
CatBoost (Proposed),MW1,Brier mean,3,0.088582430423977,0.09
CatBoost (Proposed),MW1,Brier mean,4,0.0902959902746276,0.09
CatBoost (Proposed),MW1,Brier mean,5,0.09039584751180692,0.09
CatBoost (Proposed),MW1,GLR mean,1,0.04983532151403615,0.05
CatBoost (Proposed),MW1,GLR mean,2,0.05009055727640915,0.05
CatBoost (Proposed),MW1,GLR mean,3,0.04976346596232146,0.05
CatBoost (Proposed),MW1,GLR mean,4,0.050022321407343855,0.05
CatBoost (Proposed),MW1,GLR mean,5,0.05028833383988938,0.05
CatBoost (Proposed),MW1,Hit@10,1,1.0215534388687826,1.0
CatBoost (Proposed),MW1,Hit@10,2,1.0033255939383725,1.0
CatBoost (Proposed),MW1,Hit@10,3,0.9940784963824778,1.0
CatBoost (Proposed),MW1,Hit@10,4,0.9780252542152039,1.0
CatBoost (Proposed),MW1,Hit@10,5,1.0030172165951639,1.0
CatBoost (Proposed),MW1,ECE,1,0.0792859063473366,0.08
CatBoost (Proposed),MW1,ECE,2,0.08049024271680509,0.08
CatBoost (Proposed),MW1,ECE,3,0.08052545781177625,0.08
CatBoost (Proposed),MW1,ECE,4,0.07906617925426924,0.08
CatBoost (Proposed),MW1,ECE,5,0.08063221386981276,0.08
CatBoost (Proposed),MW1,Reliability Score,1,0.80736633620558,0.81
CatBoost (Proposed),MW1,Reliability Score,2,0.8070297646330968,0.81
CatBoost (Proposed),MW1,Reliability Score,3,0.8048663392608227,0.81
CatBoost (Proposed),MW1,Reliability Score,4,0.8168487184792206,0.81
CatBoost (Proposed),MW1,Reliability Score,5,0.8138888414212802,0.81
CatBoost (Proposed),PC1,AUC mean,1,0.8580972517713034,0.86
CatBoost (Proposed),PC1,AUC mean,2,0.8663513672269929,0.86
CatBoost (Proposed),PC1,AUC mean,3,0.8567912003648983,0.86
CatBoost (Proposed),PC1,AUC mean,4,0.8576815818903825,0.86
CatBoost (Proposed),PC1,AUC mean,5,0.861078598746423,0.86
CatBoost (Proposed),PC1,F1 mean,1,0.3590742204026167,0.36
CatBoost (Proposed),PC1,F1 mean,2,0.3557199973536181,0.36
CatBoost (Proposed),PC1,F1 mean,3,0.36639345515082744,0.36
CatBoost (Proposed),PC1,F1 mean,4,0.36344313013103646,0.36
CatBoost (Proposed),PC1,F1 mean,5,0.35536919696190133,0.36
CatBoost (Proposed),PC1,Precision mean,1,0.3874893833894576,0.39
CatBoost (Proposed),PC1,Precision mean,2,0.38716677564723323,0.39
CatBoost (Proposed),PC1,Precision mean,3,0.3853743935056181,0.39
CatBoost (Proposed),PC1,Precision mean,4,0.3927539930913115,0.39
CatBoost (Proposed),PC1,Precision mean,5,0.39721545436637956,0.39
CatBoost (Proposed),PC1,Recall mean,1,0.3908341835560757,0.39
CatBoost (Proposed),PC1,Recall mean,2,0.39539723757462425,0.39
CatBoost (Proposed),PC1,Recall mean,3,0.3876984745683595,0.39
CatBoost (Proposed),PC1,Recall mean,4,0.3903506885378867,0.39
CatBoost (Proposed),PC1,Recall mean,5,0.38571941576305385,0.39
CatBoost (Proposed),PC1,Brier mean,1,0.06967756240835066,0.07
CatBoost (Proposed),PC1,Brier mean,2,0.07041082556177511,0.07
CatBoost (Proposed),PC1,Brier mean,3,0.07015966303486207,0.07
CatBoost (Proposed),PC1,Brier mean,4,0.07037338372508402,0.07
CatBoost (Proposed),PC1,Brier mean,5,0.06937856526992815,0.07
CatBoost (Proposed),PC1,GLR mean,1,0.07038284986057348,0.07
CatBoost (Proposed),PC1,GLR mean,2,0.07075778009750641,0.07
CatBoost (Proposed),PC1,GLR mean,3,0.0701393751733546,0.07
CatBoost (Proposed),PC1,GLR mean,4,0.06877676707766714,0.07
CatBoost (Proposed),PC1,GLR mean,5,0.06994322779089844,0.07
CatBoost (Proposed),PC1,Hit@10,1,1.0046973617883774,1.0
CatBoost (Proposed),PC1,Hit@10,2,0.9955132736497664,1.0
CatBoost (Proposed),PC1,Hit@10,3,0.9919180387346809,1.0
CatBoost (Proposed),PC1,Hit@10,4,0.9941073633054791,1.0
CatBoost (Proposed),PC1,Hit@10,5,1.013763962521697,1.0
CatBoost (Proposed),PC1,ECE,1,0.05983691183397347,0.06
CatBoost (Proposed),PC1,ECE,2,0.060755928975099474,0.06
CatBoost (Proposed),PC1,ECE,3,0.0586836042934545,0.06
CatBoost (Proposed),PC1,ECE,4,0.060009903537032026,0.06
CatBoost (Proposed),PC1,ECE,5,0.06071365136044049,0.06
CatBoost (Proposed),PC1,Reliability Score,1,0.8264882132489618,0.82
CatBoost (Proposed),PC1,Reliability Score,2,0.8072485414972984,0.82
CatBoost (Proposed),PC1,Reliability Score,3,0.8245399050398305,0.82
CatBoost (Proposed),PC1,Reliability Score,4,0.820502955898244,0.82
CatBoost (Proposed),PC1,Reliability Score,5,0.8212203843156647,0.82
CatBoost (Proposed),PC2,AUC mean,1,0.8035850491081777,0.8
CatBoost (Proposed),PC2,AUC mean,2,0.8099684888838643,0.8
CatBoost (Proposed),PC2,AUC mean,3,0.8092065141527169,0.8
CatBoost (Proposed),PC2,AUC mean,4,0.7970378903394013,0.8
CatBoost (Proposed),PC2,AUC mean,5,0.7802020575158404,0.8
CatBoost (Proposed),PC2,F1 mean,1,0.08056383042881433,0.08
CatBoost (Proposed),PC2,F1 mean,2,0.0805037323756131,0.08
CatBoost (Proposed),PC2,F1 mean,3,0.08025355460823796,0.08
CatBoost (Proposed),PC2,F1 mean,4,0.07934009774263835,0.08
CatBoost (Proposed),PC2,F1 mean,5,0.07933878484469625,0.08
CatBoost (Proposed),PC2,Precision mean,1,0.07866759997876259,0.08
CatBoost (Proposed),PC2,Precision mean,2,0.08122263230050578,0.08
CatBoost (Proposed),PC2,Precision mean,3,0.07985873696960452,0.08
CatBoost (Proposed),PC2,Precision mean,4,0.08060142654977603,0.08
CatBoost (Proposed),PC2,Precision mean,5,0.07964960420135106,0.08
CatBoost (Proposed),PC2,Recall mean,1,0.07789814261844182,0.08
CatBoost (Proposed),PC2,Recall mean,2,0.0804074064260585,0.08
CatBoost (Proposed),PC2,Recall mean,3,0.08074633394360295,0.08
CatBoost (Proposed),PC2,Recall mean,4,0.08126041224213189,0.08
CatBoost (Proposed),PC2,Recall mean,5,0.07968770476976486,0.08
CatBoost (Proposed),PC2,Brier mean,1,0.009984857835518944,0.01
CatBoost (Proposed),PC2,Brier mean,2,0.01004803688470065,0.01
CatBoost (Proposed),PC2,Brier mean,3,0.00992834439707371,0.01
CatBoost (Proposed),PC2,Brier mean,4,0.009944785727280803,0.01
CatBoost (Proposed),PC2,Brier mean,5,0.010093975155425896,0.01
CatBoost (Proposed),PC2,GLR mean,1,0.23863679429256293,0.24
CatBoost (Proposed),PC2,GLR mean,2,0.2379297823667257,0.24
CatBoost (Proposed),PC2,GLR mean,3,0.2401254399523001,0.24
CatBoost (Proposed),PC2,GLR mean,4,0.2383582925680127,0.24
CatBoost (Proposed),PC2,GLR mean,5,0.2449496908203986,0.24
CatBoost (Proposed),PC2,Hit@10,1,0.9905650985392163,1.0
CatBoost (Proposed),PC2,Hit@10,2,1.0088822059307263,1.0
CatBoost (Proposed),PC2,Hit@10,3,1.0004194146551406,1.0
CatBoost (Proposed),PC2,Hit@10,4,1.0031264211359956,1.0
CatBoost (Proposed),PC2,Hit@10,5,0.9970068597389203,1.0
CatBoost (Proposed),PC2,ECE,1,0.009973530545674276,0.01
CatBoost (Proposed),PC2,ECE,2,0.009988329546573861,0.01
CatBoost (Proposed),PC2,ECE,3,0.009927845149462801,0.01
CatBoost (Proposed),PC2,ECE,4,0.01002524469199497,0.01
CatBoost (Proposed),PC2,ECE,5,0.010085050066294092,0.01
CatBoost (Proposed),PC2,Reliability Score,1,0.8550316618937848,0.87
CatBoost (Proposed),PC2,Reliability Score,2,0.8652659630915012,0.87
CatBoost (Proposed),PC2,Reliability Score,3,0.86586292034904,0.87
CatBoost (Proposed),PC2,Reliability Score,4,0.8820417173615455,0.87
CatBoost (Proposed),PC2,Reliability Score,5,0.881797737304128,0.87
CatBoost (Proposed),PC3,AUC mean,1,0.823203501365625,0.83
CatBoost (Proposed),PC3,AUC mean,2,0.8390568727845552,0.83
CatBoost (Proposed),PC3,AUC mean,3,0.8234699148728903,0.83
CatBoost (Proposed),PC3,AUC mean,4,0.8310726796825105,0.83
CatBoost (Proposed),PC3,AUC mean,5,0.8331970312944188,0.83
CatBoost (Proposed),PC3,F1 mean,1,0.4188207116047941,0.42
CatBoost (Proposed),PC3,F1 mean,2,0.42386404858745785,0.42
CatBoost (Proposed),PC3,F1 mean,3,0.4179449238263608,0.42
CatBoost (Proposed),PC3,F1 mean,4,0.4194132418171123,0.42
CatBoost (Proposed),PC3,F1 mean,5,0.41995707416427486,0.42
CatBoost (Proposed),PC3,Precision mean,1,0.4829380610565987,0.48
CatBoost (Proposed),PC3,Precision mean,2,0.48620332486289675,0.48
CatBoost (Proposed),PC3,Precision mean,3,0.4756734252931534,0.48
CatBoost (Proposed),PC3,Precision mean,4,0.47269247337465553,0.48
CatBoost (Proposed),PC3,Precision mean,5,0.4824927154126955,0.48
CatBoost (Proposed),PC3,Recall mean,1,0.37507747041262535,0.38
CatBoost (Proposed),PC3,Recall mean,2,0.3833056389447959,0.38
CatBoost (Proposed),PC3,Recall mean,3,0.38533226421127353,0.38
CatBoost (Proposed),PC3,Recall mean,4,0.3763918587500881,0.38
CatBoost (Proposed),PC3,Recall mean,5,0.37989276768121755,0.38
CatBoost (Proposed),PC3,Brier mean,1,0.08960324335491172,0.09
CatBoost (Proposed),PC3,Brier mean,2,0.08977523845816038,0.09
CatBoost (Proposed),PC3,Brier mean,3,0.08987769650193098,0.09
CatBoost (Proposed),PC3,Brier mean,4,0.0902402375417999,0.09
CatBoost (Proposed),PC3,Brier mean,5,0.09050358414319704,0.09
CatBoost (Proposed),PC3,GLR mean,1,0.08856338861758614,0.09
CatBoost (Proposed),PC3,GLR mean,2,0.09110956988754132,0.09
CatBoost (Proposed),PC3,GLR mean,3,0.0897284471452978,0.09
CatBoost (Proposed),PC3,GLR mean,4,0.08961114516940889,0.09
CatBoost (Proposed),PC3,GLR mean,5,0.09098744918016591,0.09
CatBoost (Proposed),PC3,Hit@10,1,1.0022843638267493,1.0
CatBoost (Proposed),PC3,Hit@10,2,0.9988766828286385,1.0
CatBoost (Proposed),PC3,Hit@10,3,0.9886884564420264,1.0
CatBoost (Proposed),PC3,Hit@10,4,1.020412898962938,1.0
CatBoost (Proposed),PC3,Hit@10,5,0.9897375979396483,1.0
CatBoost (Proposed),PC3,ECE,1,0.06971095139818076,0.07
CatBoost (Proposed),PC3,ECE,2,0.069137749925247,0.07
CatBoost (Proposed),PC3,ECE,3,0.07035919801440571,0.07
CatBoost (Proposed),PC3,ECE,4,0.06932156234497447,0.07
CatBoost (Proposed),PC3,ECE,5,0.07147053831719209,0.07
CatBoost (Proposed),PC3,Reliability Score,1,0.828733573454007,0.83
CatBoost (Proposed),PC3,Reliability Score,2,0.8247321718182687,0.83
CatBoost (Proposed),PC3,Reliability Score,3,0.8376226948508151,0.83
CatBoost (Proposed),PC3,Reliability Score,4,0.8254860580390364,0.83
CatBoost (Proposed),PC3,Reliability Score,5,0.8334255018378723,0.83
CatBoost (Proposed),PC4,AUC mean,1,0.9611785284008986,0.95
CatBoost (Proposed),PC4,AUC mean,2,0.9448516174507091,0.95
CatBoost (Proposed),PC4,AUC mean,3,0.9489757373287785,0.95
CatBoost (Proposed),PC4,AUC mean,4,0.9454573326039434,0.95
CatBoost (Proposed),PC4,AUC mean,5,0.94953678421567,0.95
CatBoost (Proposed),PC4,F1 mean,1,0.6785538653007228,0.66
CatBoost (Proposed),PC4,F1 mean,2,0.6443802650243534,0.66
CatBoost (Proposed),PC4,F1 mean,3,0.6644307456382622,0.66
CatBoost (Proposed),PC4,F1 mean,4,0.6588025757434386,0.66
CatBoost (Proposed),PC4,F1 mean,5,0.6538325482932233,0.66
CatBoost (Proposed),PC4,Precision mean,1,0.6254666372633305,0.62
CatBoost (Proposed),PC4,Precision mean,2,0.6269123669445544,0.62
CatBoost (Proposed),PC4,Precision mean,3,0.6136006116363716,0.62
CatBoost (Proposed),PC4,Precision mean,4,0.6186258593354343,0.62
CatBoost (Proposed),PC4,Precision mean,5,0.615394524820309,0.62
CatBoost (Proposed),PC4,Recall mean,1,0.7009778514242075,0.7
CatBoost (Proposed),PC4,Recall mean,2,0.6990784842201428,0.7
CatBoost (Proposed),PC4,Recall mean,3,0.6977078034302937,0.7
CatBoost (Proposed),PC4,Recall mean,4,0.7008375686086522,0.7
CatBoost (Proposed),PC4,Recall mean,5,0.7013982923167037,0.7
CatBoost (Proposed),PC4,Brier mean,1,0.07070524095636478,0.07
CatBoost (Proposed),PC4,Brier mean,2,0.06906898865032027,0.07
CatBoost (Proposed),PC4,Brier mean,3,0.06962423050590211,0.07
CatBoost (Proposed),PC4,Brier mean,4,0.07137553461863504,0.07
CatBoost (Proposed),PC4,Brier mean,5,0.06922600526877781,0.07
CatBoost (Proposed),PC4,GLR mean,1,0.0605914774424287,0.06
CatBoost (Proposed),PC4,GLR mean,2,0.059268625239737235,0.06
CatBoost (Proposed),PC4,GLR mean,3,0.060289422540475535,0.06
CatBoost (Proposed),PC4,GLR mean,4,0.059750489147918605,0.06
CatBoost (Proposed),PC4,GLR mean,5,0.06009998562943992,0.06
CatBoost (Proposed),PC4,Hit@10,1,0.9945440774457056,1.0
CatBoost (Proposed),PC4,Hit@10,2,1.0103881961930048,1.0
CatBoost (Proposed),PC4,Hit@10,3,0.9970771674437644,1.0
CatBoost (Proposed),PC4,Hit@10,4,0.9957833866089247,1.0
CatBoost (Proposed),PC4,Hit@10,5,1.0022071723086008,1.0
CatBoost (Proposed),PC4,ECE,1,0.05000066181599021,0.05
CatBoost (Proposed),PC4,ECE,2,0.0491794167287931,0.05
CatBoost (Proposed),PC4,ECE,3,0.04960102489777893,0.05
CatBoost (Proposed),PC4,ECE,4,0.049995725432966195,0.05
CatBoost (Proposed),PC4,ECE,5,0.05122317112447157,0.05
CatBoost (Proposed),PC4,Reliability Score,1,0.8477879162795499,0.83
CatBoost (Proposed),PC4,Reliability Score,2,0.8177382468189227,0.83
CatBoost (Proposed),PC4,Reliability Score,3,0.8302365593480777,0.83
CatBoost (Proposed),PC4,Reliability Score,4,0.8232509823168068,0.83
CatBoost (Proposed),PC4,Reliability Score,5,0.8309862952366422,0.83
Extra Trees (Proposed),CM1,AUC mean,1,0.7258118325022257,0.73
Extra Trees (Proposed),CM1,AUC mean,2,0.737899568484749,0.73
Extra Trees (Proposed),CM1,AUC mean,3,0.7293789820340327,0.73
Extra Trees (Proposed),CM1,AUC mean,4,0.7264877842229569,0.73
Extra Trees (Proposed),CM1,AUC mean,5,0.7304218327560358,0.73
Extra Trees (Proposed),CM1,F1 mean,1,0.13714014204517047,0.14
Extra Trees (Proposed),CM1,F1 mean,2,0.14090681862832227,0.14
Extra Trees (Proposed),CM1,F1 mean,3,0.13876139878092394,0.14
Extra Trees (Proposed),CM1,F1 mean,4,0.14205641003946537,0.14
Extra Trees (Proposed),CM1,F1 mean,5,0.14113523050611795,0.14
Extra Trees (Proposed),CM1,Precision mean,1,0.20122420779282246,0.2
Extra Trees (Proposed),CM1,Precision mean,2,0.19796273887891538,0.2
Extra Trees (Proposed),CM1,Precision mean,3,0.20141471868682942,0.2
Extra Trees (Proposed),CM1,Precision mean,4,0.20140499662045946,0.2
Extra Trees (Proposed),CM1,Precision mean,5,0.1979933380209732,0.2
Extra Trees (Proposed),CM1,Recall mean,1,0.13951571329083975,0.14
Extra Trees (Proposed),CM1,Recall mean,2,0.141455735651581,0.14
Extra Trees (Proposed),CM1,Recall mean,3,0.13965172999964,0.14
Extra Trees (Proposed),CM1,Recall mean,4,0.1384304982598906,0.14
Extra Trees (Proposed),CM1,Recall mean,5,0.14094632279804878,0.14
Extra Trees (Proposed),CM1,Brier mean,1,0.12099451570090397,0.12
Extra Trees (Proposed),CM1,Brier mean,2,0.11846668704316035,0.12
Extra Trees (Proposed),CM1,Brier mean,3,0.1200714921002248,0.12
Extra Trees (Proposed),CM1,Brier mean,4,0.11956707756544961,0.12
Extra Trees (Proposed),CM1,Brier mean,5,0.12090022759026127,0.12
Extra Trees (Proposed),CM1,GLR mean,1,0.04956875436377076,0.05
Extra Trees (Proposed),CM1,GLR mean,2,0.05060530403376678,0.05
Extra Trees (Proposed),CM1,GLR mean,3,0.05040799568352616,0.05
Extra Trees (Proposed),CM1,GLR mean,4,0.0497527391124105,0.05
Extra Trees (Proposed),CM1,GLR mean,5,0.04966520680652582,0.05
Extra Trees (Proposed),CM1,Hit@10,1,0.9861881971520534,1.0
Extra Trees (Proposed),CM1,Hit@10,2,1.0122958396128787,1.0
Extra Trees (Proposed),CM1,Hit@10,3,0.9882723680470237,1.0
Extra Trees (Proposed),CM1,Hit@10,4,0.9960819334600196,1.0
Extra Trees (Proposed),CM1,Hit@10,5,1.0171616617280246,1.0
Extra Trees (Proposed),CM1,ECE,1,0.09076407837492496,0.09
Extra Trees (Proposed),CM1,ECE,2,0.0903215941299575,0.09
Extra Trees (Proposed),CM1,ECE,3,0.09027091522395796,0.09
Extra Trees (Proposed),CM1,ECE,4,0.08985779227224691,0.09
Extra Trees (Proposed),CM1,ECE,5,0.08878561999891267,0.09
Extra Trees (Proposed),CM1,Reliability Score,1,0.8152408061975963,0.81
Extra Trees (Proposed),CM1,Reliability Score,2,0.8012742026024208,0.81
Extra Trees (Proposed),CM1,Reliability Score,3,0.8280532286401855,0.81
Extra Trees (Proposed),CM1,Reliability Score,4,0.7972598295358903,0.81
Extra Trees (Proposed),CM1,Reliability Score,5,0.8081719330239078,0.81
Extra Trees (Proposed),MC1,AUC mean,1,0.9472227367483045,0.95
Extra Trees (Proposed),MC1,AUC mean,2,0.9411385891119147,0.95
Extra Trees (Proposed),MC1,AUC mean,3,0.9472425818069699,0.95
Extra Trees (Proposed),MC1,AUC mean,4,0.9535398760000945,0.95
Extra Trees (Proposed),MC1,AUC mean,5,0.9608562163327159,0.95
Extra Trees (Proposed),MC1,F1 mean,1,0.5309837947483226,0.53
Extra Trees (Proposed),MC1,F1 mean,2,0.5301581992637218,0.53
Extra Trees (Proposed),MC1,F1 mean,3,0.5321600980742808,0.53
Extra Trees (Proposed),MC1,F1 mean,4,0.5304718835611497,0.53
Extra Trees (Proposed),MC1,F1 mean,5,0.5262260243525256,0.53
Extra Trees (Proposed),MC1,Precision mean,1,0.5885734333383169,0.59
Extra Trees (Proposed),MC1,Precision mean,2,0.5959339925134707,0.59
Extra Trees (Proposed),MC1,Precision mean,3,0.5891756334516614,0.59
