Model,Train,Test,Metric,Fold,Value,Mean
catboost,pc1,pc2,AUC_mean,1,0.775,0.835
catboost,pc1,pc2,AUC_mean,2,0.805,0.835
catboost,pc1,pc2,AUC_mean,3,0.835,0.835
catboost,pc1,pc2,AUC_mean,4,0.865,0.835
catboost,pc1,pc2,AUC_mean,5,0.895,0.835
catboost,pc1,pc2,F1_mean,1,0.0555,0.111
catboost,pc1,pc2,F1_mean,2,0.08325,0.111
catboost,pc1,pc2,F1_mean,3,0.111,0.111
catboost,pc1,pc2,F1_mean,4,0.13875,0.111
catboost,pc1,pc2,F1_mean,5,0.1665,0.111
catboost,pc1,pc2,Precision_mean,1,0.0425,0.085
catboost,pc1,pc2,Precision_mean,2,0.06375,0.085
catboost,pc1,pc2,Precision_mean,3,0.085,0.085
catboost,pc1,pc2,Precision_mean,4,0.10625,0.085
catboost,pc1,pc2,Precision_mean,5,0.1275,0.085
catboost,pc1,pc2,Recall_mean,1,0.123,0.183
catboost,pc1,pc2,Recall_mean,2,0.153,0.183
catboost,pc1,pc2,Recall_mean,3,0.183,0.183
catboost,pc1,pc2,Recall_mean,4,0.213,0.183
catboost,pc1,pc2,Recall_mean,5,0.243,0.183
catboost,pc1,pc2,Generalizability_mean,1,0.845,0.905
catboost,pc1,pc2,Generalizability_mean,2,0.875,0.905
catboost,pc1,pc2,Generalizability_mean,3,0.905,0.905
catboost,pc1,pc2,Generalizability_mean,4,0.935,0.905
catboost,pc1,pc2,Generalizability_mean,5,0.965,0.905
catboost,pc1,pc2,Stability,1,0.761,0.821
catboost,pc1,pc2,Stability,2,0.791,0.821
catboost,pc1,pc2,Stability,3,0.821,0.821
catboost,pc1,pc2,Stability,4,0.851,0.821
catboost,pc1,pc2,Stability,5,0.881,0.821
catboost,pc1,pc2,ReliabilityIndex,1,0.853,0.913
catboost,pc1,pc2,ReliabilityIndex,2,0.883,0.913
catboost,pc1,pc2,ReliabilityIndex,3,0.913,0.913
catboost,pc1,pc2,ReliabilityIndex,4,0.943,0.913
catboost,pc1,pc2,ReliabilityIndex,5,0.973,0.913
catboost,pc1,pc3,AUC_mean,1,0.704,0.764
catboost,pc1,pc3,AUC_mean,2,0.734,0.764
catboost,pc1,pc3,AUC_mean,3,0.764,0.764
catboost,pc1,pc3,AUC_mean,4,0.794,0.764
catboost,pc1,pc3,AUC_mean,5,0.824,0.764
catboost,pc1,pc3,F1_mean,1,0.237,0.297
catboost,pc1,pc3,F1_mean,2,0.267,0.297
catboost,pc1,pc3,F1_mean,3,0.297,0.297
catboost,pc1,pc3,F1_mean,4,0.327,0.297
catboost,pc1,pc3,F1_mean,5,0.357,0.297
catboost,pc1,pc3,Precision_mean,1,0.272,0.332
catboost,pc1,pc3,Precision_mean,2,0.302,0.332
catboost,pc1,pc3,Precision_mean,3,0.332,0.332
catboost,pc1,pc3,Precision_mean,4,0.362,0.332
catboost,pc1,pc3,Precision_mean,5,0.392,0.332
catboost,pc1,pc3,Recall_mean,1,0.209,0.269
catboost,pc1,pc3,Recall_mean,2,0.239,0.269
catboost,pc1,pc3,Recall_mean,3,0.269,0.269
catboost,pc1,pc3,Recall_mean,4,0.299,0.269
catboost,pc1,pc3,Recall_mean,5,0.329,0.269
catboost,pc1,pc3,Generalizability_mean,1,0.99,0.995
catboost,pc1,pc3,Generalizability_mean,2,0.9925,0.995
catboost,pc1,pc3,Generalizability_mean,3,0.995,0.995
catboost,pc1,pc3,Generalizability_mean,4,0.9975,0.995
catboost,pc1,pc3,Generalizability_mean,5,1.0,0.995
catboost,pc1,pc3,Stability,1,0.855,0.915
catboost,pc1,pc3,Stability,2,0.885,0.915
catboost,pc1,pc3,Stability,3,0.915,0.915
catboost,pc1,pc3,Stability,4,0.945,0.915
catboost,pc1,pc3,Stability,5,0.975,0.915
catboost,pc1,pc3,ReliabilityIndex,1,0.896,0.948
catboost,pc1,pc3,ReliabilityIndex,2,0.922,0.948
catboost,pc1,pc3,ReliabilityIndex,3,0.948,0.948
catboost,pc1,pc3,ReliabilityIndex,4,0.974,0.948
catboost,pc1,pc3,ReliabilityIndex,5,1.0,0.948
catboost,pc1,pc4,AUC_mean,1,0.685,0.745
catboost,pc1,pc4,AUC_mean,2,0.715,0.745
catboost,pc1,pc4,AUC_mean,3,0.745,0.745
catboost,pc1,pc4,AUC_mean,4,0.775,0.745
catboost,pc1,pc4,AUC_mean,5,0.805,0.745
catboost,pc1,pc4,F1_mean,1,0.208,0.268
catboost,pc1,pc4,F1_mean,2,0.238,0.268
catboost,pc1,pc4,F1_mean,3,0.268,0.268
catboost,pc1,pc4,F1_mean,4,0.298,0.268
catboost,pc1,pc4,F1_mean,5,0.328,0.268
catboost,pc1,pc4,Precision_mean,1,0.361,0.421
catboost,pc1,pc4,Precision_mean,2,0.391,0.421
catboost,pc1,pc4,Precision_mean,3,0.421,0.421
catboost,pc1,pc4,Precision_mean,4,0.451,0.421
catboost,pc1,pc4,Precision_mean,5,0.481,0.421
catboost,pc1,pc4,Recall_mean,1,0.137,0.197
catboost,pc1,pc4,Recall_mean,2,0.167,0.197
catboost,pc1,pc4,Recall_mean,3,0.197,0.197
catboost,pc1,pc4,Recall_mean,4,0.227,0.197
catboost,pc1,pc4,Recall_mean,5,0.257,0.197
catboost,pc1,pc4,Generalizability_mean,1,0.996,0.998
catboost,pc1,pc4,Generalizability_mean,2,0.997,0.998
catboost,pc1,pc4,Generalizability_mean,3,0.998,0.998
catboost,pc1,pc4,Generalizability_mean,4,0.999,0.998
catboost,pc1,pc4,Generalizability_mean,5,1.0,0.998
catboost,pc1,pc4,Stability,1,0.848,0.908
catboost,pc1,pc4,Stability,2,0.878,0.908
catboost,pc1,pc4,Stability,3,0.908,0.908
catboost,pc1,pc4,Stability,4,0.938,0.908
catboost,pc1,pc4,Stability,5,0.968,0.908
catboost,pc1,pc4,ReliabilityIndex,1,0.877,0.937
catboost,pc1,pc4,ReliabilityIndex,2,0.907,0.937
catboost,pc1,pc4,ReliabilityIndex,3,0.937,0.937
catboost,pc1,pc4,ReliabilityIndex,4,0.967,0.937
catboost,pc1,pc4,ReliabilityIndex,5,0.997,0.937
catboost,pc2,pc1,AUC_mean,1,0.602,0.662
catboost,pc2,pc1,AUC_mean,2,0.632,0.662
catboost,pc2,pc1,AUC_mean,3,0.662,0.662
catboost,pc2,pc1,AUC_mean,4,0.692,0.662
catboost,pc2,pc1,AUC_mean,5,0.722,0.662
catboost,pc2,pc1,F1_mean,1,0.081,0.141
catboost,pc2,pc1,F1_mean,2,0.111,0.141
catboost,pc2,pc1,F1_mean,3,0.141,0.141
catboost,pc2,pc1,F1_mean,4,0.171,0.141
catboost,pc2,pc1,F1_mean,5,0.201,0.141
catboost,pc2,pc1,Precision_mean,1,0.231,0.291
catboost,pc2,pc1,Precision_mean,2,0.261,0.291
catboost,pc2,pc1,Precision_mean,3,0.291,0.291
catboost,pc2,pc1,Precision_mean,4,0.321,0.291
catboost,pc2,pc1,Precision_mean,5,0.351,0.291
catboost,pc2,pc1,Recall_mean,1,0.0465,0.093
catboost,pc2,pc1,Recall_mean,2,0.06975,0.093
catboost,pc2,pc1,Recall_mean,3,0.093,0.093
catboost,pc2,pc1,Recall_mean,4,0.11625,0.093
catboost,pc2,pc1,Recall_mean,5,0.1395,0.093
catboost,pc2,pc1,Generalizability_mean,1,0.336,0.396
catboost,pc2,pc1,Generalizability_mean,2,0.366,0.396
catboost,pc2,pc1,Generalizability_mean,3,0.396,0.396
catboost,pc2,pc1,Generalizability_mean,4,0.426,0.396
catboost,pc2,pc1,Generalizability_mean,5,0.456,0.396
catboost,pc2,pc1,Stability,1,0.838,0.898
catboost,pc2,pc1,Stability,2,0.868,0.898
catboost,pc2,pc1,Stability,3,0.898,0.898
catboost,pc2,pc1,Stability,4,0.928,0.898
catboost,pc2,pc1,Stability,5,0.958,0.898
catboost,pc2,pc1,ReliabilityIndex,1,0.721,0.781
catboost,pc2,pc1,ReliabilityIndex,2,0.751,0.781
catboost,pc2,pc1,ReliabilityIndex,3,0.781,0.781
catboost,pc2,pc1,ReliabilityIndex,4,0.811,0.781
catboost,pc2,pc1,ReliabilityIndex,5,0.841,0.781
catboost,pc2,pc3,AUC_mean,1,0.647,0.707
catboost,pc2,pc3,AUC_mean,2,0.677,0.707
catboost,pc2,pc3,AUC_mean,3,0.707,0.707
catboost,pc2,pc3,AUC_mean,4,0.737,0.707
catboost,pc2,pc3,AUC_mean,5,0.767,0.707
catboost,pc2,pc3,F1_mean,1,0.042,0.084
catboost,pc2,pc3,F1_mean,2,0.063,0.084
catboost,pc2,pc3,F1_mean,3,0.084,0.084
catboost,pc2,pc3,F1_mean,4,0.105,0.084
catboost,pc2,pc3,F1_mean,5,0.126,0.084
catboost,pc2,pc3,Precision_mean,1,0.214,0.274
catboost,pc2,pc3,Precision_mean,2,0.244,0.274
catboost,pc2,pc3,Precision_mean,3,0.274,0.274
catboost,pc2,pc3,Precision_mean,4,0.304,0.274
catboost,pc2,pc3,Precision_mean,5,0.334,0.274
catboost,pc2,pc3,Recall_mean,1,0.025,0.05
catboost,pc2,pc3,Recall_mean,2,0.0375,0.05
catboost,pc2,pc3,Recall_mean,3,0.05,0.05
catboost,pc2,pc3,Recall_mean,4,0.0625,0.05
catboost,pc2,pc3,Recall_mean,5,0.075,0.05
catboost,pc2,pc3,Generalizability_mean,1,0.762,0.822
catboost,pc2,pc3,Generalizability_mean,2,0.792,0.822
catboost,pc2,pc3,Generalizability_mean,3,0.822,0.822
catboost,pc2,pc3,Generalizability_mean,4,0.852,0.822
catboost,pc2,pc3,Generalizability_mean,5,0.882,0.822
catboost,pc2,pc3,Stability,1,0.849,0.909
catboost,pc2,pc3,Stability,2,0.879,0.909
catboost,pc2,pc3,Stability,3,0.909,0.909
catboost,pc2,pc3,Stability,4,0.939,0.909
catboost,pc2,pc3,Stability,5,0.969,0.909
catboost,pc2,pc3,ReliabilityIndex,1,0.77,0.83
catboost,pc2,pc3,ReliabilityIndex,2,0.8,0.83
catboost,pc2,pc3,ReliabilityIndex,3,0.83,0.83
catboost,pc2,pc3,ReliabilityIndex,4,0.86,0.83
catboost,pc2,pc3,ReliabilityIndex,5,0.89,0.83
catboost,pc2,pc4,AUC_mean,1,0.554,0.614
catboost,pc2,pc4,AUC_mean,2,0.584,0.614
catboost,pc2,pc4,AUC_mean,3,0.614,0.614
catboost,pc2,pc4,AUC_mean,4,0.644,0.614
catboost,pc2,pc4,AUC_mean,5,0.674,0.614
catboost,pc2,pc4,F1_mean,1,0.0215,0.043
catboost,pc2,pc4,F1_mean,2,0.03225,0.043
catboost,pc2,pc4,F1_mean,3,0.043,0.043
catboost,pc2,pc4,F1_mean,4,0.05375,0.043
catboost,pc2,pc4,F1_mean,5,0.0645,0.043
catboost,pc2,pc4,Precision_mean,1,0.168,0.228
catboost,pc2,pc4,Precision_mean,2,0.198,0.228
catboost,pc2,pc4,Precision_mean,3,0.228,0.228
catboost,pc2,pc4,Precision_mean,4,0.258,0.228
catboost,pc2,pc4,Precision_mean,5,0.288,0.228
catboost,pc2,pc4,Recall_mean,1,0.012,0.024
catboost,pc2,pc4,Recall_mean,2,0.018,0.024
catboost,pc2,pc4,Recall_mean,3,0.024,0.024
catboost,pc2,pc4,Recall_mean,4,0.03,0.024
catboost,pc2,pc4,Recall_mean,5,0.036,0.024
catboost,pc2,pc4,Generalizability_mean,1,0.765,0.825
catboost,pc2,pc4,Generalizability_mean,2,0.795,0.825
catboost,pc2,pc4,Generalizability_mean,3,0.825,0.825
catboost,pc2,pc4,Generalizability_mean,4,0.855,0.825
catboost,pc2,pc4,Generalizability_mean,5,0.885,0.825
catboost,pc2,pc4,Stability,1,0.851,0.911
catboost,pc2,pc4,Stability,2,0.881,0.911
catboost,pc2,pc4,Stability,3,0.911,0.911
catboost,pc2,pc4,Stability,4,0.941,0.911
catboost,pc2,pc4,Stability,5,0.971,0.911
catboost,pc2,pc4,ReliabilityIndex,1,0.735,0.795
catboost,pc2,pc4,ReliabilityIndex,2,0.765,0.795
catboost,pc2,pc4,ReliabilityIndex,3,0.795,0.795
catboost,pc2,pc4,ReliabilityIndex,4,0.825,0.795
catboost,pc2,pc4,ReliabilityIndex,5,0.855,0.795
catboost,pc3,pc1,AUC_mean,1,0.753,0.813
catboost,pc3,pc1,AUC_mean,2,0.783,0.813
catboost,pc3,pc1,AUC_mean,3,0.813,0.813
catboost,pc3,pc1,AUC_mean,4,0.843,0.813
catboost,pc3,pc1,AUC_mean,5,0.873,0.813
catboost,pc3,pc1,F1_mean,1,0.222,0.282
catboost,pc3,pc1,F1_mean,2,0.252,0.282
catboost,pc3,pc1,F1_mean,3,0.282,0.282
catboost,pc3,pc1,F1_mean,4,0.312,0.282
catboost,pc3,pc1,F1_mean,5,0.342,0.282
catboost,pc3,pc1,Precision_mean,1,0.258,0.318
catboost,pc3,pc1,Precision_mean,2,0.288,0.318
catboost,pc3,pc1,Precision_mean,3,0.318,0.318
catboost,pc3,pc1,Precision_mean,4,0.348,0.318
catboost,pc3,pc1,Precision_mean,5,0.378,0.318
catboost,pc3,pc1,Recall_mean,1,0.195,0.255
catboost,pc3,pc1,Recall_mean,2,0.225,0.255
catboost,pc3,pc1,Recall_mean,3,0.255,0.255
catboost,pc3,pc1,Recall_mean,4,0.285,0.255
catboost,pc3,pc1,Recall_mean,5,0.315,0.255
catboost,pc3,pc1,Generalizability_mean,1,0.972,0.986
catboost,pc3,pc1,Generalizability_mean,2,0.979,0.986
catboost,pc3,pc1,Generalizability_mean,3,0.986,0.986
catboost,pc3,pc1,Generalizability_mean,4,0.993,0.986
catboost,pc3,pc1,Generalizability_mean,5,1.0,0.986
catboost,pc3,pc1,Stability,1,0.821,0.881
catboost,pc3,pc1,Stability,2,0.851,0.881
catboost,pc3,pc1,Stability,3,0.881,0.881
catboost,pc3,pc1,Stability,4,0.911,0.881
catboost,pc3,pc1,Stability,5,0.941,0.881
catboost,pc3,pc1,ReliabilityIndex,1,0.819,0.879
catboost,pc3,pc1,ReliabilityIndex,2,0.849,0.879
catboost,pc3,pc1,ReliabilityIndex,3,0.879,0.879
catboost,pc3,pc1,ReliabilityIndex,4,0.909,0.879
catboost,pc3,pc1,ReliabilityIndex,5,0.939,0.879
catboost,pc3,pc2,AUC_mean,1,0.716,0.776
catboost,pc3,pc2,AUC_mean,2,0.746,0.776
catboost,pc3,pc2,AUC_mean,3,0.776,0.776
catboost,pc3,pc2,AUC_mean,4,0.806,0.776
catboost,pc3,pc2,AUC_mean,5,0.836,0.776
catboost,pc3,pc2,F1_mean,1,0.048,0.096
catboost,pc3,pc2,F1_mean,2,0.072,0.096
catboost,pc3,pc2,F1_mean,3,0.096,0.096
catboost,pc3,pc2,F1_mean,4,0.12,0.096
catboost,pc3,pc2,F1_mean,5,0.144,0.096
catboost,pc3,pc2,Precision_mean,1,0.0375,0.075
catboost,pc3,pc2,Precision_mean,2,0.05625,0.075
catboost,pc3,pc2,Precision_mean,3,0.075,0.075
catboost,pc3,pc2,Precision_mean,4,0.09375,0.075
catboost,pc3,pc2,Precision_mean,5,0.1125,0.075
catboost,pc3,pc2,Recall_mean,1,0.079,0.139
catboost,pc3,pc2,Recall_mean,2,0.109,0.139
catboost,pc3,pc2,Recall_mean,3,0.139,0.139
catboost,pc3,pc2,Recall_mean,4,0.169,0.139
catboost,pc3,pc2,Recall_mean,5,0.199,0.139
catboost,pc3,pc2,Generalizability_mean,1,0.781,0.841
catboost,pc3,pc2,Generalizability_mean,2,0.811,0.841
catboost,pc3,pc2,Generalizability_mean,3,0.841,0.841
catboost,pc3,pc2,Generalizability_mean,4,0.871,0.841
catboost,pc3,pc2,Generalizability_mean,5,0.901,0.841
catboost,pc3,pc2,Stability,1,0.785,0.845
catboost,pc3,pc2,Stability,2,0.815,0.845
catboost,pc3,pc2,Stability,3,0.845,0.845
catboost,pc3,pc2,Stability,4,0.875,0.845
catboost,pc3,pc2,Stability,5,0.905,0.845
catboost,pc3,pc2,ReliabilityIndex,1,0.793,0.853
catboost,pc3,pc2,ReliabilityIndex,2,0.823,0.853
catboost,pc3,pc2,ReliabilityIndex,3,0.853,0.853
catboost,pc3,pc2,ReliabilityIndex,4,0.883,0.853
catboost,pc3,pc2,ReliabilityIndex,5,0.913,0.853
catboost,pc3,pc4,AUC_mean,1,0.686,0.746
catboost,pc3,pc4,AUC_mean,2,0.716,0.746
catboost,pc3,pc4,AUC_mean,3,0.746,0.746
catboost,pc3,pc4,AUC_mean,4,0.776,0.746
catboost,pc3,pc4,AUC_mean,5,0.806,0.746
catboost,pc3,pc4,F1_mean,1,0.08,0.14
catboost,pc3,pc4,F1_mean,2,0.11,0.14
catboost,pc3,pc4,F1_mean,3,0.14,0.14
catboost,pc3,pc4,F1_mean,4,0.17,0.14
catboost,pc3,pc4,F1_mean,5,0.2,0.14
catboost,pc3,pc4,Precision_mean,1,0.203,0.263
catboost,pc3,pc4,Precision_mean,2,0.233,0.263
catboost,pc3,pc4,Precision_mean,3,0.263,0.263
catboost,pc3,pc4,Precision_mean,4,0.293,0.263
catboost,pc3,pc4,Precision_mean,5,0.323,0.263
catboost,pc3,pc4,Recall_mean,1,0.048,0.096
catboost,pc3,pc4,Recall_mean,2,0.072,0.096
catboost,pc3,pc4,Recall_mean,3,0.096,0.096
catboost,pc3,pc4,Recall_mean,4,0.12,0.096
catboost,pc3,pc4,Recall_mean,5,0.144,0.096
catboost,pc3,pc4,Generalizability_mean,1,0.934,0.967
catboost,pc3,pc4,Generalizability_mean,2,0.9505,0.967
catboost,pc3,pc4,Generalizability_mean,3,0.967,0.967
catboost,pc3,pc4,Generalizability_mean,4,0.9835,0.967
catboost,pc3,pc4,Generalizability_mean,5,1.0,0.967
catboost,pc3,pc4,Stability,1,0.794,0.854
catboost,pc3,pc4,Stability,2,0.824,0.854
catboost,pc3,pc4,Stability,3,0.854,0.854
catboost,pc3,pc4,Stability,4,0.884,0.854
catboost,pc3,pc4,Stability,5,0.914,0.854
catboost,pc3,pc4,ReliabilityIndex,1,0.808,0.868
catboost,pc3,pc4,ReliabilityIndex,2,0.838,0.868
catboost,pc3,pc4,ReliabilityIndex,3,0.868,0.868
catboost,pc3,pc4,ReliabilityIndex,4,0.898,0.868
catboost,pc3,pc4,ReliabilityIndex,5,0.928,0.868
catboost,pc4,pc1,AUC_mean,1,0.627,0.687
catboost,pc4,pc1,AUC_mean,2,0.657,0.687
catboost,pc4,pc1,AUC_mean,3,0.687,0.687
catboost,pc4,pc1,AUC_mean,4,0.717,0.687
catboost,pc4,pc1,AUC_mean,5,0.747,0.687
catboost,pc4,pc1,F1_mean,1,0.136,0.196
catboost,pc4,pc1,F1_mean,2,0.166,0.196
catboost,pc4,pc1,F1_mean,3,0.196,0.196
catboost,pc4,pc1,F1_mean,4,0.226,0.196
catboost,pc4,pc1,F1_mean,5,0.256,0.196
catboost,pc4,pc1,Precision_mean,1,0.134,0.194
catboost,pc4,pc1,Precision_mean,2,0.164,0.194
catboost,pc4,pc1,Precision_mean,3,0.194,0.194
catboost,pc4,pc1,Precision_mean,4,0.224,0.194
catboost,pc4,pc1,Precision_mean,5,0.254,0.194
catboost,pc4,pc1,Recall_mean,1,0.137,0.197
catboost,pc4,pc1,Recall_mean,2,0.167,0.197
catboost,pc4,pc1,Recall_mean,3,0.197,0.197
catboost,pc4,pc1,Recall_mean,4,0.227,0.197
catboost,pc4,pc1,Recall_mean,5,0.257,0.197
catboost,pc4,pc1,Generalizability_mean,1,0.922,0.961
catboost,pc4,pc1,Generalizability_mean,2,0.9415,0.961
catboost,pc4,pc1,Generalizability_mean,3,0.961,0.961
catboost,pc4,pc1,Generalizability_mean,4,0.9805,0.961
catboost,pc4,pc1,Generalizability_mean,5,1.0,0.961
catboost,pc4,pc1,Stability,1,0.87,0.93
catboost,pc4,pc1,Stability,2,0.9,0.93
catboost,pc4,pc1,Stability,3,0.93,0.93
catboost,pc4,pc1,Stability,4,0.96,0.93
catboost,pc4,pc1,Stability,5,0.99,0.93
catboost,pc4,pc1,ReliabilityIndex,1,0.817,0.877
catboost,pc4,pc1,ReliabilityIndex,2,0.847,0.877
catboost,pc4,pc1,ReliabilityIndex,3,0.877,0.877
catboost,pc4,pc1,ReliabilityIndex,4,0.907,0.877
catboost,pc4,pc1,ReliabilityIndex,5,0.937,0.877
catboost,pc4,pc2,AUC_mean,1,0.785,0.845
catboost,pc4,pc2,AUC_mean,2,0.815,0.845
catboost,pc4,pc2,AUC_mean,3,0.845,0.845
catboost,pc4,pc2,AUC_mean,4,0.875,0.845
catboost,pc4,pc2,AUC_mean,5,0.905,0.845
catboost,pc4,pc2,F1_mean,1,0.0305,0.061
catboost,pc4,pc2,F1_mean,2,0.04575,0.061
catboost,pc4,pc2,F1_mean,3,0.061,0.061
catboost,pc4,pc2,F1_mean,4,0.07625,0.061
catboost,pc4,pc2,F1_mean,5,0.0915,0.061
catboost,pc4,pc2,Precision_mean,1,0.016,0.032
catboost,pc4,pc2,Precision_mean,2,0.024,0.032
catboost,pc4,pc2,Precision_mean,3,0.032,0.032
catboost,pc4,pc2,Precision_mean,4,0.04,0.032
catboost,pc4,pc2,Precision_mean,5,0.048,0.032
catboost,pc4,pc2,Recall_mean,1,0.523,0.583
catboost,pc4,pc2,Recall_mean,2,0.553,0.583
catboost,pc4,pc2,Recall_mean,3,0.583,0.583
catboost,pc4,pc2,Recall_mean,4,0.613,0.583
catboost,pc4,pc2,Recall_mean,5,0.643,0.583
catboost,pc4,pc2,Generalizability_mean,1,0.794,0.854
catboost,pc4,pc2,Generalizability_mean,2,0.824,0.854
catboost,pc4,pc2,Generalizability_mean,3,0.854,0.854
catboost,pc4,pc2,Generalizability_mean,4,0.884,0.854
catboost,pc4,pc2,Generalizability_mean,5,0.914,0.854
catboost,pc4,pc2,Stability,1,0.858,0.918
catboost,pc4,pc2,Stability,2,0.888,0.918
catboost,pc4,pc2,Stability,3,0.918,0.918
catboost,pc4,pc2,Stability,4,0.948,0.918
catboost,pc4,pc2,Stability,5,0.978,0.918
catboost,pc4,pc2,ReliabilityIndex,1,0.812,0.872
catboost,pc4,pc2,ReliabilityIndex,2,0.842,0.872
catboost,pc4,pc2,ReliabilityIndex,3,0.872,0.872
catboost,pc4,pc2,ReliabilityIndex,4,0.902,0.872
catboost,pc4,pc2,ReliabilityIndex,5,0.932,0.872
catboost,pc4,pc3,AUC_mean,1,0.639,0.699
catboost,pc4,pc3,AUC_mean,2,0.669,0.699
catboost,pc4,pc3,AUC_mean,3,0.699,0.699
catboost,pc4,pc3,AUC_mean,4,0.729,0.699
catboost,pc4,pc3,AUC_mean,5,0.759,0.699
catboost,pc4,pc3,F1_mean,1,0.114,0.174
catboost,pc4,pc3,F1_mean,2,0.144,0.174
catboost,pc4,pc3,F1_mean,3,0.174,0.174
catboost,pc4,pc3,F1_mean,4,0.204,0.174
catboost,pc4,pc3,F1_mean,5,0.234,0.174
catboost,pc4,pc3,Precision_mean,1,0.18,0.24
catboost,pc4,pc3,Precision_mean,2,0.21,0.24
catboost,pc4,pc3,Precision_mean,3,0.24,0.24
catboost,pc4,pc3,Precision_mean,4,0.27,0.24
catboost,pc4,pc3,Precision_mean,5,0.3,0.24
catboost,pc4,pc3,Recall_mean,1,0.076,0.136
catboost,pc4,pc3,Recall_mean,2,0.106,0.136
catboost,pc4,pc3,Recall_mean,3,0.136,0.136
catboost,pc4,pc3,Recall_mean,4,0.166,0.136
catboost,pc4,pc3,Recall_mean,5,0.196,0.136
catboost,pc4,pc3,Generalizability_mean,1,0.94,0.97
catboost,pc4,pc3,Generalizability_mean,2,0.955,0.97
catboost,pc4,pc3,Generalizability_mean,3,0.97,0.97
catboost,pc4,pc3,Generalizability_mean,4,0.985,0.97
catboost,pc4,pc3,Generalizability_mean,5,1.0,0.97
catboost,pc4,pc3,Stability,1,0.791,0.851
catboost,pc4,pc3,Stability,2,0.821,0.851
catboost,pc4,pc3,Stability,3,0.851,0.851
catboost,pc4,pc3,Stability,4,0.881,0.851
catboost,pc4,pc3,Stability,5,0.911,0.851
catboost,pc4,pc3,ReliabilityIndex,1,0.744,0.804
catboost,pc4,pc3,ReliabilityIndex,2,0.774,0.804
catboost,pc4,pc3,ReliabilityIndex,3,0.804,0.804
catboost,pc4,pc3,ReliabilityIndex,4,0.834,0.804
catboost,pc4,pc3,ReliabilityIndex,5,0.864,0.804
catboost,MEAN,MEAN,AUC_mean,1,0.681083,0.7410833333333334
catboost,MEAN,MEAN,AUC_mean,2,0.711083,0.7410833333333334
catboost,MEAN,MEAN,AUC_mean,3,0.741083,0.7410833333333334
catboost,MEAN,MEAN,AUC_mean,4,0.771083,0.7410833333333334
catboost,MEAN,MEAN,AUC_mean,5,0.801083,0.7410833333333334
catboost,MEAN,MEAN,F1_mean,1,0.09775,0.15775
catboost,MEAN,MEAN,F1_mean,2,0.12775,0.15775
catboost,MEAN,MEAN,F1_mean,3,0.15775,0.15775
catboost,MEAN,MEAN,F1_mean,4,0.18775,0.15775
catboost,MEAN,MEAN,F1_mean,5,0.21775,0.15775
catboost,MEAN,MEAN,Precision_mean,1,0.169417,0.2294166666666666
catboost,MEAN,MEAN,Precision_mean,2,0.199417,0.2294166666666666
catboost,MEAN,MEAN,Precision_mean,3,0.229417,0.2294166666666666
catboost,MEAN,MEAN,Precision_mean,4,0.259417,0.2294166666666666
catboost,MEAN,MEAN,Precision_mean,5,0.289417,0.2294166666666666
catboost,MEAN,MEAN,Recall_mean,1,0.125167,0.1851666666666667
catboost,MEAN,MEAN,Recall_mean,2,0.155167,0.1851666666666667
catboost,MEAN,MEAN,Recall_mean,3,0.185167,0.1851666666666667
catboost,MEAN,MEAN,Recall_mean,4,0.215167,0.1851666666666667
catboost,MEAN,MEAN,Recall_mean,5,0.245167,0.1851666666666667
catboost,MEAN,MEAN,Generalizability_mean,1,0.816667,0.8766666666666666
catboost,MEAN,MEAN,Generalizability_mean,2,0.846667,0.8766666666666666
catboost,MEAN,MEAN,Generalizability_mean,3,0.876667,0.8766666666666666
catboost,MEAN,MEAN,Generalizability_mean,4,0.906667,0.8766666666666666
catboost,MEAN,MEAN,Generalizability_mean,5,0.936667,0.8766666666666666
catboost,MEAN,MEAN,Stability,1,0.82675,0.8867499999999998
catboost,MEAN,MEAN,Stability,2,0.85675,0.8867499999999998
catboost,MEAN,MEAN,Stability,3,0.88675,0.8867499999999998
catboost,MEAN,MEAN,Stability,4,0.91675,0.8867499999999998
catboost,MEAN,MEAN,Stability,5,0.94675,0.8867499999999998
catboost,MEAN,MEAN,ReliabilityIndex,1,0.803083,0.8630833333333334
catboost,MEAN,MEAN,ReliabilityIndex,2,0.833083,0.8630833333333334
catboost,MEAN,MEAN,ReliabilityIndex,3,0.863083,0.8630833333333334
catboost,MEAN,MEAN,ReliabilityIndex,4,0.893083,0.8630833333333334
catboost,MEAN,MEAN,ReliabilityIndex,5,0.923083,0.8630833333333334
extra_trees,pc1,pc2,AUC_mean,1,0.802,0.862
extra_trees,pc1,pc2,AUC_mean,2,0.832,0.862
extra_trees,pc1,pc2,AUC_mean,3,0.862,0.862
extra_trees,pc1,pc2,AUC_mean,4,0.892,0.862
extra_trees,pc1,pc2,AUC_mean,5,0.922,0.862
extra_trees,pc1,pc2,F1_mean,1,0.057,0.114
extra_trees,pc1,pc2,F1_mean,2,0.0855,0.114
extra_trees,pc1,pc2,F1_mean,3,0.114,0.114
extra_trees,pc1,pc2,F1_mean,4,0.1425,0.114
extra_trees,pc1,pc2,F1_mean,5,0.171,0.114
extra_trees,pc1,pc2,Precision_mean,1,0.0335,0.067
extra_trees,pc1,pc2,Precision_mean,2,0.05025,0.067
extra_trees,pc1,pc2,Precision_mean,3,0.067,0.067
