Model,Train,Test,Metric,Fold,Value,Mean
extra_trees,pc1.arff,pc3.arff,Recall,1,0.16875,0.22875
extra_trees,pc1.arff,pc3.arff,Recall,2,0.19875,0.22875
extra_trees,pc1.arff,pc3.arff,Recall,3,0.22875,0.22875
extra_trees,pc1.arff,pc3.arff,Recall,4,0.25875,0.22875
extra_trees,pc1.arff,pc3.arff,Recall,5,0.28875,0.22875
extra_trees,pc1.arff,pc3.arff,GLR,1,0.118105,0.147631
extra_trees,pc1.arff,pc3.arff,GLR,2,0.132868,0.147631
extra_trees,pc1.arff,pc3.arff,GLR,3,0.147631,0.147631
extra_trees,pc1.arff,pc3.arff,GLR,4,0.162394,0.147631
extra_trees,pc1.arff,pc3.arff,GLR,5,0.177157,0.147631
extra_trees,pc1.arff,pc3.arff,ECE,1,0.037352,0.074705
extra_trees,pc1.arff,pc3.arff,ECE,2,0.056029,0.074705
extra_trees,pc1.arff,pc3.arff,ECE,3,0.074705,0.074705
extra_trees,pc1.arff,pc3.arff,ECE,4,0.093381,0.074705
extra_trees,pc1.arff,pc3.arff,ECE,5,0.112057,0.074705
extra_trees,pc1.arff,pc3.arff,ReliabilityScore,1,0.773037,0.833037
extra_trees,pc1.arff,pc3.arff,ReliabilityScore,2,0.803037,0.833037
extra_trees,pc1.arff,pc3.arff,ReliabilityScore,3,0.833037,0.833037
extra_trees,pc1.arff,pc3.arff,ReliabilityScore,4,0.863037,0.833037
extra_trees,pc1.arff,pc3.arff,ReliabilityScore,5,0.893037,0.833037
extra_trees,pc1.arff,pc4.arff,AUC,1,0.759369,0.819369
extra_trees,pc1.arff,pc4.arff,AUC,2,0.789369,0.819369
extra_trees,pc1.arff,pc4.arff,AUC,3,0.819369,0.819369
extra_trees,pc1.arff,pc4.arff,AUC,4,0.849369,0.819369
extra_trees,pc1.arff,pc4.arff,AUC,5,0.879369,0.819369
extra_trees,pc1.arff,pc4.arff,F1,1,0.153016,0.213016
extra_trees,pc1.arff,pc4.arff,F1,2,0.183016,0.213016
extra_trees,pc1.arff,pc4.arff,F1,3,0.213016,0.213016
extra_trees,pc1.arff,pc4.arff,F1,4,0.243016,0.213016
extra_trees,pc1.arff,pc4.arff,F1,5,0.273016,0.213016
extra_trees,pc1.arff,pc4.arff,Precision,1,0.355098,0.415098
extra_trees,pc1.arff,pc4.arff,Precision,2,0.385098,0.415098
extra_trees,pc1.arff,pc4.arff,Precision,3,0.415098,0.415098
extra_trees,pc1.arff,pc4.arff,Precision,4,0.445098,0.415098
extra_trees,pc1.arff,pc4.arff,Precision,5,0.475098,0.415098
extra_trees,pc1.arff,pc4.arff,Recall,1,0.084944,0.144944
extra_trees,pc1.arff,pc4.arff,Recall,2,0.114944,0.144944
extra_trees,pc1.arff,pc4.arff,Recall,3,0.144944,0.144944
extra_trees,pc1.arff,pc4.arff,Recall,4,0.174944,0.144944
extra_trees,pc1.arff,pc4.arff,Recall,5,0.204944,0.144944
extra_trees,pc1.arff,pc4.arff,GLR,1,0.054402,0.074402
extra_trees,pc1.arff,pc4.arff,GLR,2,0.064402,0.074402
extra_trees,pc1.arff,pc4.arff,GLR,3,0.074402,0.074402
extra_trees,pc1.arff,pc4.arff,GLR,4,0.084402,0.074402
extra_trees,pc1.arff,pc4.arff,GLR,5,0.094402,0.074402
extra_trees,pc1.arff,pc4.arff,ECE,1,0.043876,0.087752
extra_trees,pc1.arff,pc4.arff,ECE,2,0.065814,0.087752
extra_trees,pc1.arff,pc4.arff,ECE,3,0.087752,0.087752
extra_trees,pc1.arff,pc4.arff,ECE,4,0.10969,0.087752
extra_trees,pc1.arff,pc4.arff,ECE,5,0.131628,0.087752
extra_trees,pc1.arff,pc4.arff,ReliabilityScore,1,0.756483,0.816483
extra_trees,pc1.arff,pc4.arff,ReliabilityScore,2,0.786483,0.816483
extra_trees,pc1.arff,pc4.arff,ReliabilityScore,3,0.816483,0.816483
extra_trees,pc1.arff,pc4.arff,ReliabilityScore,4,0.846483,0.816483
extra_trees,pc1.arff,pc4.arff,ReliabilityScore,5,0.876483,0.816483
extra_trees,pc2.arff,pc1.arff,AUC,1,0.653029,0.713029
extra_trees,pc2.arff,pc1.arff,AUC,2,0.683029,0.713029
extra_trees,pc2.arff,pc1.arff,AUC,3,0.713029,0.713029
extra_trees,pc2.arff,pc1.arff,AUC,4,0.743029,0.713029
extra_trees,pc2.arff,pc1.arff,AUC,5,0.773029,0.713029
extra_trees,pc2.arff,pc1.arff,F1,1,0.065652,0.125652
extra_trees,pc2.arff,pc1.arff,F1,2,0.095652,0.125652
extra_trees,pc2.arff,pc1.arff,F1,3,0.125652,0.125652
extra_trees,pc2.arff,pc1.arff,F1,4,0.155652,0.125652
extra_trees,pc2.arff,pc1.arff,F1,5,0.185652,0.125652
extra_trees,pc2.arff,pc1.arff,Precision,1,0.254999,0.314999
extra_trees,pc2.arff,pc1.arff,Precision,2,0.284999,0.314999
extra_trees,pc2.arff,pc1.arff,Precision,3,0.314999,0.314999
extra_trees,pc2.arff,pc1.arff,Precision,4,0.344999,0.314999
extra_trees,pc2.arff,pc1.arff,Precision,5,0.374999,0.314999
extra_trees,pc2.arff,pc1.arff,Recall,1,0.040259,0.080519
extra_trees,pc2.arff,pc1.arff,Recall,2,0.060389,0.080519
extra_trees,pc2.arff,pc1.arff,Recall,3,0.080519,0.080519
extra_trees,pc2.arff,pc1.arff,Recall,4,0.100649,0.080519
extra_trees,pc2.arff,pc1.arff,Recall,5,0.120778,0.080519
extra_trees,pc2.arff,pc1.arff,GLR,1,-0.133487,-0.111239
extra_trees,pc2.arff,pc1.arff,GLR,2,-0.122363,-0.111239
extra_trees,pc2.arff,pc1.arff,GLR,3,-0.111239,-0.111239
extra_trees,pc2.arff,pc1.arff,GLR,4,-0.100115,-0.111239
extra_trees,pc2.arff,pc1.arff,GLR,5,-0.088991,-0.111239
extra_trees,pc2.arff,pc1.arff,ECE,1,0.030968,0.061937
extra_trees,pc2.arff,pc1.arff,ECE,2,0.046453,0.061937
extra_trees,pc2.arff,pc1.arff,ECE,3,0.061937,0.061937
extra_trees,pc2.arff,pc1.arff,ECE,4,0.077421,0.061937
extra_trees,pc2.arff,pc1.arff,ECE,5,0.092906,0.061937
extra_trees,pc2.arff,pc1.arff,ReliabilityScore,1,0.734148,0.794148
extra_trees,pc2.arff,pc1.arff,ReliabilityScore,2,0.764148,0.794148
extra_trees,pc2.arff,pc1.arff,ReliabilityScore,3,0.794148,0.794148
extra_trees,pc2.arff,pc1.arff,ReliabilityScore,4,0.824148,0.794148
extra_trees,pc2.arff,pc1.arff,ReliabilityScore,5,0.854148,0.794148
extra_trees,pc2.arff,pc3.arff,AUC,1,0.665132,0.725132
extra_trees,pc2.arff,pc3.arff,AUC,2,0.695132,0.725132
extra_trees,pc2.arff,pc3.arff,AUC,3,0.725132,0.725132
extra_trees,pc2.arff,pc3.arff,AUC,4,0.755132,0.725132
extra_trees,pc2.arff,pc3.arff,AUC,5,0.785132,0.725132
extra_trees,pc2.arff,pc3.arff,F1,1,0.006091,0.012181
extra_trees,pc2.arff,pc3.arff,F1,2,0.009136,0.012181
extra_trees,pc2.arff,pc3.arff,F1,3,0.012181,0.012181
extra_trees,pc2.arff,pc3.arff,F1,4,0.015226,0.012181
extra_trees,pc2.arff,pc3.arff,F1,5,0.018272,0.012181
extra_trees,pc2.arff,pc3.arff,Precision,1,0.208571,0.268571
extra_trees,pc2.arff,pc3.arff,Precision,2,0.238571,0.268571
extra_trees,pc2.arff,pc3.arff,Precision,3,0.268571,0.268571
extra_trees,pc2.arff,pc3.arff,Precision,4,0.298571,0.268571
extra_trees,pc2.arff,pc3.arff,Precision,5,0.328571,0.268571
extra_trees,pc2.arff,pc3.arff,Recall,1,0.00225,0.00625
extra_trees,pc2.arff,pc3.arff,Recall,2,0.00425,0.00625
extra_trees,pc2.arff,pc3.arff,Recall,3,0.00625,0.00625
extra_trees,pc2.arff,pc3.arff,Recall,4,0.00825,0.00625
extra_trees,pc2.arff,pc3.arff,Recall,5,0.01025,0.00625
extra_trees,pc2.arff,pc3.arff,GLR,1,0.013276,0.033276
extra_trees,pc2.arff,pc3.arff,GLR,2,0.023276,0.033276
extra_trees,pc2.arff,pc3.arff,GLR,3,0.033276,0.033276
extra_trees,pc2.arff,pc3.arff,GLR,4,0.043276,0.033276
extra_trees,pc2.arff,pc3.arff,GLR,5,0.053276,0.033276
extra_trees,pc2.arff,pc3.arff,ECE,1,0.049566,0.099133
extra_trees,pc2.arff,pc3.arff,ECE,2,0.07435,0.099133
extra_trees,pc2.arff,pc3.arff,ECE,3,0.099133,0.099133
extra_trees,pc2.arff,pc3.arff,ECE,4,0.123916,0.099133
extra_trees,pc2.arff,pc3.arff,ECE,5,0.148699,0.099133
extra_trees,pc2.arff,pc3.arff,ReliabilityScore,1,0.745502,0.805502
extra_trees,pc2.arff,pc3.arff,ReliabilityScore,2,0.775502,0.805502
extra_trees,pc2.arff,pc3.arff,ReliabilityScore,3,0.805502,0.805502
extra_trees,pc2.arff,pc3.arff,ReliabilityScore,4,0.835502,0.805502
extra_trees,pc2.arff,pc3.arff,ReliabilityScore,5,0.865502,0.805502
extra_trees,pc2.arff,pc4.arff,AUC,1,0.545242,0.605242
extra_trees,pc2.arff,pc4.arff,AUC,2,0.575242,0.605242
extra_trees,pc2.arff,pc4.arff,AUC,3,0.605242,0.605242
extra_trees,pc2.arff,pc4.arff,AUC,4,0.635242,0.605242
extra_trees,pc2.arff,pc4.arff,AUC,5,0.665242,0.605242
extra_trees,pc2.arff,pc4.arff,F1,1,0.002557,0.006557
extra_trees,pc2.arff,pc4.arff,F1,2,0.004557,0.006557
extra_trees,pc2.arff,pc4.arff,F1,3,0.006557,0.006557
extra_trees,pc2.arff,pc4.arff,F1,4,0.008557,0.006557
extra_trees,pc2.arff,pc4.arff,F1,5,0.010557,0.006557
extra_trees,pc2.arff,pc4.arff,Precision,1,0.06,0.12
extra_trees,pc2.arff,pc4.arff,Precision,2,0.09,0.12
extra_trees,pc2.arff,pc4.arff,Precision,3,0.12,0.12
extra_trees,pc2.arff,pc4.arff,Precision,4,0.15,0.12
extra_trees,pc2.arff,pc4.arff,Precision,5,0.18,0.12
extra_trees,pc2.arff,pc4.arff,Recall,1,0.0,0.003371
extra_trees,pc2.arff,pc4.arff,Recall,2,0.001685,0.003371
extra_trees,pc2.arff,pc4.arff,Recall,3,0.003371,0.003371
extra_trees,pc2.arff,pc4.arff,Recall,4,0.005057,0.003371
extra_trees,pc2.arff,pc4.arff,Recall,5,0.006742,0.003371
extra_trees,pc2.arff,pc4.arff,GLR,1,0.015765,0.035765
extra_trees,pc2.arff,pc4.arff,GLR,2,0.025765,0.035765
extra_trees,pc2.arff,pc4.arff,GLR,3,0.035765,0.035765
extra_trees,pc2.arff,pc4.arff,GLR,4,0.045765,0.035765
extra_trees,pc2.arff,pc4.arff,GLR,5,0.055765,0.035765
extra_trees,pc2.arff,pc4.arff,ECE,1,0.059667,0.119334
extra_trees,pc2.arff,pc4.arff,ECE,2,0.0895,0.119334
extra_trees,pc2.arff,pc4.arff,ECE,3,0.119334,0.119334
extra_trees,pc2.arff,pc4.arff,ECE,4,0.149168,0.119334
extra_trees,pc2.arff,pc4.arff,ECE,5,0.179001,0.119334
extra_trees,pc2.arff,pc4.arff,ReliabilityScore,1,0.739183,0.799183
extra_trees,pc2.arff,pc4.arff,ReliabilityScore,2,0.769183,0.799183
extra_trees,pc2.arff,pc4.arff,ReliabilityScore,3,0.799183,0.799183
extra_trees,pc2.arff,pc4.arff,ReliabilityScore,4,0.829183,0.799183
extra_trees,pc2.arff,pc4.arff,ReliabilityScore,5,0.859183,0.799183
extra_trees,pc3.arff,pc1.arff,AUC,1,0.753513,0.813513
extra_trees,pc3.arff,pc1.arff,AUC,2,0.783513,0.813513
extra_trees,pc3.arff,pc1.arff,AUC,3,0.813513,0.813513
extra_trees,pc3.arff,pc1.arff,AUC,4,0.843513,0.813513
extra_trees,pc3.arff,pc1.arff,AUC,5,0.873513,0.813513
extra_trees,pc3.arff,pc1.arff,F1,1,0.249283,0.309283
extra_trees,pc3.arff,pc1.arff,F1,2,0.279283,0.309283
extra_trees,pc3.arff,pc1.arff,F1,3,0.309283,0.309283
extra_trees,pc3.arff,pc1.arff,F1,4,0.339283,0.309283
extra_trees,pc3.arff,pc1.arff,F1,5,0.369283,0.309283
extra_trees,pc3.arff,pc1.arff,Precision,1,0.201519,0.261519
extra_trees,pc3.arff,pc1.arff,Precision,2,0.231519,0.261519
extra_trees,pc3.arff,pc1.arff,Precision,3,0.261519,0.261519
extra_trees,pc3.arff,pc1.arff,Precision,4,0.291519,0.261519
extra_trees,pc3.arff,pc1.arff,Precision,5,0.321519,0.261519
extra_trees,pc3.arff,pc1.arff,Recall,1,0.31922,0.37922
extra_trees,pc3.arff,pc1.arff,Recall,2,0.34922,0.37922
extra_trees,pc3.arff,pc1.arff,Recall,3,0.37922,0.37922
extra_trees,pc3.arff,pc1.arff,Recall,4,0.40922,0.37922
extra_trees,pc3.arff,pc1.arff,Recall,5,0.43922,0.37922
extra_trees,pc3.arff,pc1.arff,GLR,1,0.221092,0.276365
extra_trees,pc3.arff,pc1.arff,GLR,2,0.248729,0.276365
extra_trees,pc3.arff,pc1.arff,GLR,3,0.276365,0.276365
extra_trees,pc3.arff,pc1.arff,GLR,4,0.304002,0.276365
extra_trees,pc3.arff,pc1.arff,GLR,5,0.331638,0.276365
extra_trees,pc3.arff,pc1.arff,ECE,1,0.031303,0.062606
extra_trees,pc3.arff,pc1.arff,ECE,2,0.046954,0.062606
extra_trees,pc3.arff,pc1.arff,ECE,3,0.062606,0.062606
extra_trees,pc3.arff,pc1.arff,ECE,4,0.078257,0.062606
extra_trees,pc3.arff,pc1.arff,ECE,5,0.093909,0.062606
extra_trees,pc3.arff,pc1.arff,ReliabilityScore,1,0.798526,0.858526
extra_trees,pc3.arff,pc1.arff,ReliabilityScore,2,0.828526,0.858526
extra_trees,pc3.arff,pc1.arff,ReliabilityScore,3,0.858526,0.858526
extra_trees,pc3.arff,pc1.arff,ReliabilityScore,4,0.888526,0.858526
extra_trees,pc3.arff,pc1.arff,ReliabilityScore,5,0.918526,0.858526
extra_trees,pc3.arff,pc2.arff,AUC,1,0.802099,0.862099
extra_trees,pc3.arff,pc2.arff,AUC,2,0.832099,0.862099
extra_trees,pc3.arff,pc2.arff,AUC,3,0.862099,0.862099
extra_trees,pc3.arff,pc2.arff,AUC,4,0.892099,0.862099
extra_trees,pc3.arff,pc2.arff,AUC,5,0.922099,0.862099
extra_trees,pc3.arff,pc2.arff,F1,1,0.021614,0.043227
extra_trees,pc3.arff,pc2.arff,F1,2,0.03242,0.043227
extra_trees,pc3.arff,pc2.arff,F1,3,0.043227,0.043227
extra_trees,pc3.arff,pc2.arff,F1,4,0.054034,0.043227
extra_trees,pc3.arff,pc2.arff,F1,5,0.06484,0.043227
extra_trees,pc3.arff,pc2.arff,Precision,1,0.021624,0.043248
extra_trees,pc3.arff,pc2.arff,Precision,2,0.032436,0.043248
extra_trees,pc3.arff,pc2.arff,Precision,3,0.043248,0.043248
extra_trees,pc3.arff,pc2.arff,Precision,4,0.05406,0.043248
extra_trees,pc3.arff,pc2.arff,Precision,5,0.064872,0.043248
extra_trees,pc3.arff,pc2.arff,Recall,1,0.021739,0.043478
extra_trees,pc3.arff,pc2.arff,Recall,2,0.032608,0.043478
extra_trees,pc3.arff,pc2.arff,Recall,3,0.043478,0.043478
extra_trees,pc3.arff,pc2.arff,Recall,4,0.054348,0.043478
extra_trees,pc3.arff,pc2.arff,Recall,5,0.065217,0.043478
extra_trees,pc3.arff,pc2.arff,GLR,1,0.03991,0.05991
extra_trees,pc3.arff,pc2.arff,GLR,2,0.04991,0.05991
extra_trees,pc3.arff,pc2.arff,GLR,3,0.05991,0.05991
extra_trees,pc3.arff,pc2.arff,GLR,4,0.06991,0.05991
extra_trees,pc3.arff,pc2.arff,GLR,5,0.07991,0.05991
extra_trees,pc3.arff,pc2.arff,ECE,1,0.004992,0.009983
extra_trees,pc3.arff,pc2.arff,ECE,2,0.007487,0.009983
extra_trees,pc3.arff,pc2.arff,ECE,3,0.009983,0.009983
extra_trees,pc3.arff,pc2.arff,ECE,4,0.012479,0.009983
extra_trees,pc3.arff,pc2.arff,ECE,5,0.014975,0.009983
extra_trees,pc3.arff,pc2.arff,ReliabilityScore,1,0.778991,0.838991
extra_trees,pc3.arff,pc2.arff,ReliabilityScore,2,0.808991,0.838991
extra_trees,pc3.arff,pc2.arff,ReliabilityScore,3,0.838991,0.838991
extra_trees,pc3.arff,pc2.arff,ReliabilityScore,4,0.868991,0.838991
extra_trees,pc3.arff,pc2.arff,ReliabilityScore,5,0.898991,0.838991
extra_trees,pc3.arff,pc4.arff,AUC,1,0.69249,0.75249
extra_trees,pc3.arff,pc4.arff,AUC,2,0.72249,0.75249
extra_trees,pc3.arff,pc4.arff,AUC,3,0.75249,0.75249
extra_trees,pc3.arff,pc4.arff,AUC,4,0.78249,0.75249
extra_trees,pc3.arff,pc4.arff,AUC,5,0.81249,0.75249
extra_trees,pc3.arff,pc4.arff,F1,1,0.105227,0.165227
extra_trees,pc3.arff,pc4.arff,F1,2,0.135227,0.165227
extra_trees,pc3.arff,pc4.arff,F1,3,0.165227,0.165227
extra_trees,pc3.arff,pc4.arff,F1,4,0.195227,0.165227
extra_trees,pc3.arff,pc4.arff,F1,5,0.225227,0.165227
extra_trees,pc3.arff,pc4.arff,Precision,1,0.194513,0.254513
extra_trees,pc3.arff,pc4.arff,Precision,2,0.224513,0.254513
extra_trees,pc3.arff,pc4.arff,Precision,3,0.254513,0.254513
extra_trees,pc3.arff,pc4.arff,Precision,4,0.284513,0.254513
extra_trees,pc3.arff,pc4.arff,Precision,5,0.314513,0.254513
extra_trees,pc3.arff,pc4.arff,Recall,1,0.062472,0.122472
extra_trees,pc3.arff,pc4.arff,Recall,2,0.092472,0.122472
extra_trees,pc3.arff,pc4.arff,Recall,3,0.122472,0.122472
extra_trees,pc3.arff,pc4.arff,Recall,4,0.152472,0.122472
extra_trees,pc3.arff,pc4.arff,Recall,5,0.182472,0.122472
extra_trees,pc3.arff,pc4.arff,GLR,1,0.166405,0.208006
extra_trees,pc3.arff,pc4.arff,GLR,2,0.187205,0.208006
extra_trees,pc3.arff,pc4.arff,GLR,3,0.208006,0.208006
extra_trees,pc3.arff,pc4.arff,GLR,4,0.228807,0.208006
extra_trees,pc3.arff,pc4.arff,GLR,5,0.249607,0.208006
extra_trees,pc3.arff,pc4.arff,ECE,1,0.049936,0.099871
extra_trees,pc3.arff,pc4.arff,ECE,2,0.074903,0.099871
extra_trees,pc3.arff,pc4.arff,ECE,3,0.099871,0.099871
extra_trees,pc3.arff,pc4.arff,ECE,4,0.124839,0.099871
extra_trees,pc3.arff,pc4.arff,ECE,5,0.149807,0.099871
extra_trees,pc3.arff,pc4.arff,ReliabilityScore,1,0.77471,0.83471
extra_trees,pc3.arff,pc4.arff,ReliabilityScore,2,0.80471,0.83471
extra_trees,pc3.arff,pc4.arff,ReliabilityScore,3,0.83471,0.83471
extra_trees,pc3.arff,pc4.arff,ReliabilityScore,4,0.86471,0.83471
extra_trees,pc3.arff,pc4.arff,ReliabilityScore,5,0.89471,0.83471
extra_trees,pc4.arff,pc1.arff,AUC,1,0.65302,0.71302
extra_trees,pc4.arff,pc1.arff,AUC,2,0.68302,0.71302
extra_trees,pc4.arff,pc1.arff,AUC,3,0.71302,0.71302
extra_trees,pc4.arff,pc1.arff,AUC,4,0.74302,0.71302
extra_trees,pc4.arff,pc1.arff,AUC,5,0.77302,0.71302
extra_trees,pc4.arff,pc1.arff,F1,1,0.125028,0.185028
extra_trees,pc4.arff,pc1.arff,F1,2,0.155028,0.185028
extra_trees,pc4.arff,pc1.arff,F1,3,0.185028,0.185028
extra_trees,pc4.arff,pc1.arff,F1,4,0.215028,0.185028
extra_trees,pc4.arff,pc1.arff,F1,5,0.245028,0.185028
extra_trees,pc4.arff,pc1.arff,Precision,1,0.186806,0.246806
extra_trees,pc4.arff,pc1.arff,Precision,2,0.216806,0.246806
extra_trees,pc4.arff,pc1.arff,Precision,3,0.246806,0.246806
extra_trees,pc4.arff,pc1.arff,Precision,4,0.276806,0.246806
extra_trees,pc4.arff,pc1.arff,Precision,5,0.306806,0.246806
extra_trees,pc4.arff,pc1.arff,Recall,1,0.088052,0.148052
extra_trees,pc4.arff,pc1.arff,Recall,2,0.118052,0.148052
extra_trees,pc4.arff,pc1.arff,Recall,3,0.148052,0.148052
extra_trees,pc4.arff,pc1.arff,Recall,4,0.178052,0.148052
extra_trees,pc4.arff,pc1.arff,Recall,5,0.208052,0.148052
extra_trees,pc4.arff,pc1.arff,GLR,1,0.227359,0.284199
extra_trees,pc4.arff,pc1.arff,GLR,2,0.255779,0.284199
extra_trees,pc4.arff,pc1.arff,GLR,3,0.284199,0.284199
extra_trees,pc4.arff,pc1.arff,GLR,4,0.312619,0.284199
extra_trees,pc4.arff,pc1.arff,GLR,5,0.341039,0.284199
extra_trees,pc4.arff,pc1.arff,ECE,1,0.033872,0.067745
extra_trees,pc4.arff,pc1.arff,ECE,2,0.050809,0.067745
extra_trees,pc4.arff,pc1.arff,ECE,3,0.067745,0.067745
extra_trees,pc4.arff,pc1.arff,ECE,4,0.084681,0.067745
extra_trees,pc4.arff,pc1.arff,ECE,5,0.101617,0.067745
extra_trees,pc4.arff,pc1.arff,ReliabilityScore,1,0.798118,0.858118
extra_trees,pc4.arff,pc1.arff,ReliabilityScore,2,0.828118,0.858118
extra_trees,pc4.arff,pc1.arff,ReliabilityScore,3,0.858118,0.858118
extra_trees,pc4.arff,pc1.arff,ReliabilityScore,4,0.888118,0.858118
extra_trees,pc4.arff,pc1.arff,ReliabilityScore,5,0.918118,0.858118
extra_trees,pc4.arff,pc2.arff,AUC,1,0.768043,0.828043
extra_trees,pc4.arff,pc2.arff,AUC,2,0.798043,0.828043
extra_trees,pc4.arff,pc2.arff,AUC,3,0.828043,0.828043
extra_trees,pc4.arff,pc2.arff,AUC,4,0.858043,0.828043
extra_trees,pc4.arff,pc2.arff,AUC,5,0.888043,0.828043
extra_trees,pc4.arff,pc2.arff,F1,1,0.03799,0.075979
extra_trees,pc4.arff,pc2.arff,F1,2,0.056984,0.075979
extra_trees,pc4.arff,pc2.arff,F1,3,0.075979,0.075979
extra_trees,pc4.arff,pc2.arff,F1,4,0.094974,0.075979
extra_trees,pc4.arff,pc2.arff,F1,5,0.113969,0.075979
extra_trees,pc4.arff,pc2.arff,Precision,1,0.021806,0.043612
extra_trees,pc4.arff,pc2.arff,Precision,2,0.032709,0.043612
extra_trees,pc4.arff,pc2.arff,Precision,3,0.043612,0.043612
extra_trees,pc4.arff,pc2.arff,Precision,4,0.054515,0.043612
extra_trees,pc4.arff,pc2.arff,Precision,5,0.065418,0.043612
extra_trees,pc4.arff,pc2.arff,Recall,1,0.235652,0.295652
extra_trees,pc4.arff,pc2.arff,Recall,2,0.265652,0.295652
extra_trees,pc4.arff,pc2.arff,Recall,3,0.295652,0.295652
extra_trees,pc4.arff,pc2.arff,Recall,4,0.325652,0.295652
extra_trees,pc4.arff,pc2.arff,Recall,5,0.355652,0.295652
extra_trees,pc4.arff,pc2.arff,GLR,1,0.090805,0.113506
extra_trees,pc4.arff,pc2.arff,GLR,2,0.102155,0.113506
extra_trees,pc4.arff,pc2.arff,GLR,3,0.113506,0.113506
extra_trees,pc4.arff,pc2.arff,GLR,4,0.124857,0.113506
extra_trees,pc4.arff,pc2.arff,GLR,5,0.136207,0.113506
extra_trees,pc4.arff,pc2.arff,ECE,1,0.017188,0.034375
extra_trees,pc4.arff,pc2.arff,ECE,2,0.025781,0.034375
extra_trees,pc4.arff,pc2.arff,ECE,3,0.034375,0.034375
extra_trees,pc4.arff,pc2.arff,ECE,4,0.042969,0.034375
extra_trees,pc4.arff,pc2.arff,ECE,5,0.051563,0.034375
extra_trees,pc4.arff,pc2.arff,ReliabilityScore,1,0.780793,0.840793
extra_trees,pc4.arff,pc2.arff,ReliabilityScore,2,0.810793,0.840793
extra_trees,pc4.arff,pc2.arff,ReliabilityScore,3,0.840793,0.840793
extra_trees,pc4.arff,pc2.arff,ReliabilityScore,4,0.870793,0.840793
extra_trees,pc4.arff,pc2.arff,ReliabilityScore,5,0.900793,0.840793
extra_trees,pc4.arff,pc3.arff,AUC,1,0.670925,0.730925
extra_trees,pc4.arff,pc3.arff,AUC,2,0.700925,0.730925
extra_trees,pc4.arff,pc3.arff,AUC,3,0.730925,0.730925
extra_trees,pc4.arff,pc3.arff,AUC,4,0.760925,0.730925
extra_trees,pc4.arff,pc3.arff,AUC,5,0.790925,0.730925
extra_trees,pc4.arff,pc3.arff,F1,1,0.058141,0.116282
extra_trees,pc4.arff,pc3.arff,F1,2,0.087211,0.116282
extra_trees,pc4.arff,pc3.arff,F1,3,0.116282,0.116282
extra_trees,pc4.arff,pc3.arff,F1,4,0.145352,0.116282
extra_trees,pc4.arff,pc3.arff,F1,5,0.174423,0.116282
extra_trees,pc4.arff,pc3.arff,Precision,1,0.154249,0.214249
extra_trees,pc4.arff,pc3.arff,Precision,2,0.184249,0.214249
extra_trees,pc4.arff,pc3.arff,Precision,3,0.214249,0.214249
extra_trees,pc4.arff,pc3.arff,Precision,4,0.244249,0.214249
extra_trees,pc4.arff,pc3.arff,Precision,5,0.274249,0.214249
extra_trees,pc4.arff,pc3.arff,Recall,1,0.04,0.08
extra_trees,pc4.arff,pc3.arff,Recall,2,0.06,0.08
extra_trees,pc4.arff,pc3.arff,Recall,3,0.08,0.08
extra_trees,pc4.arff,pc3.arff,Recall,4,0.1,0.08
extra_trees,pc4.arff,pc3.arff,Recall,5,0.12,0.08
extra_trees,pc4.arff,pc3.arff,GLR,1,0.169615,0.212019
extra_trees,pc4.arff,pc3.arff,GLR,2,0.190817,0.212019
extra_trees,pc4.arff,pc3.arff,GLR,3,0.212019,0.212019
extra_trees,pc4.arff,pc3.arff,GLR,4,0.233221,0.212019
extra_trees,pc4.arff,pc3.arff,GLR,5,0.254423,0.212019
extra_trees,pc4.arff,pc3.arff,ECE,1,0.039643,0.079287
extra_trees,pc4.arff,pc3.arff,ECE,2,0.059465,0.079287
extra_trees,pc4.arff,pc3.arff,ECE,3,0.079287,0.079287
extra_trees,pc4.arff,pc3.arff,ECE,4,0.099109,0.079287
extra_trees,pc4.arff,pc3.arff,ECE,5,0.11893,0.079287
extra_trees,pc4.arff,pc3.arff,ReliabilityScore,1,0.781574,0.841574
extra_trees,pc4.arff,pc3.arff,ReliabilityScore,2,0.811574,0.841574
extra_trees,pc4.arff,pc3.arff,ReliabilityScore,3,0.841574,0.841574
extra_trees,pc4.arff,pc3.arff,ReliabilityScore,4,0.871574,0.841574
extra_trees,pc4.arff,pc3.arff,ReliabilityScore,5,0.901574,0.841574
gradient_boosting,pc1.arff,pc2.arff,AUC,1,0.789008,0.849008
gradient_boosting,pc1.arff,pc2.arff,AUC,2,0.819008,0.849008
gradient_boosting,pc1.arff,pc2.arff,AUC,3,0.849008,0.849008
gradient_boosting,pc1.arff,pc2.arff,AUC,4,0.879008,0.849008
gradient_boosting,pc1.arff,pc2.arff,AUC,5,0.909008,0.849008
gradient_boosting,pc1.arff,pc2.arff,F1,1,0.013756,0.027512
gradient_boosting,pc1.arff,pc2.arff,F1,2,0.020634,0.027512
gradient_boosting,pc1.arff,pc2.arff,F1,3,0.027512,0.027512
gradient_boosting,pc1.arff,pc2.arff,F1,4,0.03439,0.027512
gradient_boosting,pc1.arff,pc2.arff,F1,5,0.041268,0.027512
gradient_boosting,pc1.arff,pc2.arff,Precision,1,0.011031,0.022063
